Rk,Player,STSnp,Day,G#,Week,Date,Age,Team,,Opp,Result,OffSnp,Off%,DefSnp,Def%,STSnp,ST %,Pos.,-9999
1985,Adam Trautman,4,Sun,1,1,2022-09-11,25-218,NOR,@,ATL,W 27-26,25,41.0,0,0.0,4,12.5,TE,TrauAd00
1986,Brycen Hopkins,1,Sun,7,8,2022-10-30,25-217,LAR,,SFO,L 14-31,10,17.2,0,0.0,1,4.2,TE,HopkBr01
1987,Jesper Horsted,16,Sun,4,4,2022-10-02,25-217,LVR,,DEN,W 32-23,3,4.0,0,0.0,16,50.0,WR,HorsJe00
1988,Josiah Deguara,12,Sun,2,2,2022-09-18,25-216,GNB,,CHI,W 27-10,15,22.1,0,0.0,12,54.5,TE,DeguJo00
1989,Ashton Dulin,27,Sat,14,15,2022-12-17,25-216,IND,@,MIN,L 36-39 (OT),18,22.8,0,0.0,27,62.8,WR,DuliAs00
1990,Foster Moreau,5,Thu,13,14,2022-12-08,25-216,LVR,@,LAR,L 16-17,60,100.0,0,0.0,5,20.0,TE,MoreFo00
1991,Ke'Shawn Vaughn,12,Mon,12,13,2022-12-05,25-215,TAM,,NOR,W 17-16,0,0.0,0,0.0,12,44.4,RB,VaugKe00
1992,D'Wayne Eskridge,3,Sun,7,7,2022-10-23,25-214,SEA,@,LAC,W 37-23,30,42.3,0,0.0,3,10.3,WR,EskrDW00
1993,Steven Sims,10,Sun,8,8,2022-10-30,25-213,PIT,@,PHI,L 13-35,11,14.5,0,0.0,10,37.0,WR,SimsSt00
1994,Jeff Smith,8,Sun,10,11,2022-11-20,25-213,NYJ,@,NWE,L 3-10,2,4.0,0,0.0,8,26.7,WR,SmitJe03
1995,Britain Covey,6,Sun,6,6,2022-10-16,25-212,PHI,,DAL,W 26-17,0,0.0,0,0.0,6,25.0,WR,CoveBr00
1996,Foster Moreau,6,Sun,12,13,2022-12-04,25-212,LVR,,LAC,W 27-20,55,90.2,0,0.0,6,20.0,TE,MoreFo00
1997,Tyler Davis,17,Sun,8,8,2022-10-30,25-211,GNB,@,BUF,L 17-27,3,4.5,0,0.0,17,77.3,TE,DaviTy02
1998,Jesper Horsted,13,Sun,3,3,2022-09-25,25-210,LVR,@,TEN,L 22-24,0,0.0,0,0.0,13,54.2,WR,HorsJe00
1999,D.J. Moore,1,Thu,10,10,2022-11-10,25-210,CAR,,ATL,W 25-15,59,89.4,0,0.0,1,3.4,WR,MoorD.00
2000,Josiah Deguara,11,Sun,1,1,2022-09-11,25-209,GNB,@,MIN,L 7-23,15,24.6,0,0.0,11,47.8,TE,DeguJo00
2001,Josh Oliver,5,Sun,6,6,2022-10-16,25-209,BAL,@,NYG,L 20-24,21,35.6,0,0.0,5,19.2,TE,OlivJo00
2002,Myles Gaskin,5,Sun,1,1,2022-09-11,25-208,MIA,,NWE,W 20-7,0,0.0,0,0.0,5,26.3,RB,GaskMy00
2003,Tony Pollard,1,Thu,11,12,2022-11-24,25-208,DAL,,NYG,W 28-20,44,58.7,0,0.0,1,4.3,RB,PollTo00
2004,D'Wayne Eskridge,3,Sun,6,6,2022-10-16,25-207,SEA,,ARI,W 19-9,13,19.1,0,0.0,3,11.5,WR,EskrDW00
2005,Velus Jones Jr.,13,Sun,13,13,2022-12-04,25-207,CHI,,GNB,L 19-28,12,23.1,0,0.0,13,54.2,WR,JoneVe00
2006,Ke'Shawn Vaughn,15,Sun,11,12,2022-11-27,25-207,TAM,@,CLE,L 17-23 (OT),9,13.0,0,0.0,15,48.4,RB,VaugKe00
2007,Britain Covey,8,Sun,5,5,2022-10-09,25-205,PHI,@,ARI,W 20-17,0,0.0,0,0.0,8,32.0,WR,CoveBr00
2008,Foster Moreau,7,Sun,11,12,2022-11-27,25-205,LVR,@,SEA,W 40-34 (OT),77,100.0,0,0.0,7,20.6,TE,MoreFo00
2009,Tyler Davis,22,Sun,7,7,2022-10-23,25-204,GNB,@,WAS,L 21-23,11,20.4,0,0.0,22,75.9,TE,DaviTy02
2010,Ashton Dulin,21,Sun,13,13,2022-12-04,25-203,IND,@,DAL,L 19-54,20,27.8,0,0.0,21,67.7,WR,DuliAs00
2011,Brycen Hopkins,3,Sun,6,6,2022-10-16,25-203,LAR,,CAR,W 24-10,9,13.8,0,0.0,3,11.5,TE,HopkBr01
2012,Jesper Horsted,12,Sun,2,2,2022-09-18,25-203,LVR,,ARI,L 23-29 (OT),2,3.0,0,0.0,12,57.1,WR,HorsJe00
2013,Josh Oliver,7,Sun,5,5,2022-10-09,25-202,BAL,,CIN,W 19-17,23,35.4,0,0.0,7,30.4,TE,OlivJo00
2014,Velus Jones Jr.,16,Sun,12,12,2022-11-27,25-200,CHI,@,NYJ,L 10-31,12,21.1,0,0.0,16,64.0,WR,JoneVe00
2015,Steven Sims,10,Sun,6,6,2022-10-16,25-199,PIT,,TAM,W 20-18,6,9.4,0,0.0,10,35.7,WR,SimsSt00
2016,Jeff Smith,7,Sun,9,9,2022-11-06,25-199,NYJ,,BUF,W 20-17,7,11.7,0,0.0,7,30.4,WR,SmitJe03
2017,Britain Covey,7,Sun,4,4,2022-10-02,25-198,PHI,,JAX,W 29-21,0,0.0,0,0.0,7,29.2,WR,CoveBr00
2018,Foster Moreau,5,Sun,10,11,2022-11-20,25-198,LVR,@,DEN,W 22-16 (OT),66,100.0,0,0.0,5,17.2,TE,MoreFo00
2019,Tyler Davis,23,Sun,6,6,2022-10-16,25-197,GNB,,NYJ,L 10-27,5,6.8,0,0.0,23,79.3,TE,DaviTy02
2020,Ashton Dulin,15,Mon,12,12,2022-11-28,25-197,IND,,PIT,L 17-24,22,34.4,0,0.0,15,57.7,WR,DuliAs00
2021,Jesper Horsted,12,Sun,1,1,2022-09-11,25-196,LVR,@,LAC,L 19-24,0,0.0,0,0.0,12,50.0,WR,HorsJe00
2022,Josh Oliver,5,Sun,4,4,2022-10-02,25-195,BAL,,BUF,L 20-23,21,30.0,0,0.0,5,20.0,TE,OlivJo00
2023,Velus Jones Jr.,12,Sun,11,11,2022-11-20,25-193,CHI,@,ATL,L 24-27,8,11.6,0,0.0,12,44.4,WR,JoneVe00
2024,Ke'Shawn Vaughn,11,Sun,10,10,2022-11-13,25-193,TAM,,SEA,W 21-16,5,6.7,0,0.0,11,52.4,RB,VaugKe00
2025,Steven Sims,8,Sun,5,5,2022-10-09,25-192,PIT,@,BUF,L 3-38,3,4.0,0,0.0,8,32.0,WR,SimsSt00
2026,Jeff Smith,6,Sun,8,8,2022-10-30,25-192,NYJ,,NWE,L 17-22,13,22.0,0,0.0,6,21.4,WR,SmitJe03
2027,Britain Covey,8,Sun,3,3,2022-09-25,25-191,PHI,@,WAS,W 24-8,0,0.0,0,0.0,8,30.8,WR,CoveBr00
2028,Foster Moreau,1,Sun,9,10,2022-11-13,25-191,LVR,,IND,L 20-25,67,95.7,0,0.0,1,4.3,TE,MoreFo00
2029,Tyler Davis,21,Sun,5,5,2022-10-09,25-190,GNB,,NYG,L 22-27,8,12.7,0,0.0,21,80.8,TE,DaviTy02
2030,Ashton Dulin,16,Sun,11,11,2022-11-20,25-189,IND,,PHI,L 16-17,13,20.0,0,0.0,16,64.0,WR,DuliAs00
2031,Josh Oliver,9,Sun,3,3,2022-09-25,25-188,BAL,@,NWE,W 37-26,24,40.0,0,0.0,9,33.3,TE,OlivJo00
2032,Nick Westbrook-Ikhine,2,Sun,3,3,2022-09-25,25-188,TEN,,LVR,W 24-22,33,56.9,0,0.0,2,8.3,WR,WestNi00
2033,Ke'Shawn Vaughn,18,Sun,9,9,2022-11-06,25-186,TAM,,LAR,W 16-13,3,3.6,0,0.0,18,54.5,RB,VaugKe00
2034,Britain Covey,5,Mon,2,2,2022-09-19,25-185,PHI,,MIN,W 24-7,0,0.0,0,0.0,5,23.8,WR,CoveBr00
2035,Jeff Smith,5,Sun,7,7,2022-10-23,25-185,NYJ,@,DEN,W 16-9,35,59.3,0,0.0,5,17.9,WR,SmitJe03
2036,Foster Moreau,4,Sun,8,9,2022-11-06,25-184,LVR,@,JAX,L 20-27,57,96.6,0,0.0,4,14.8,TE,MoreFo00
2037,K.J. Osborn,1,Sun,13,14,2022-12-11,25-184,MIN,@,DET,L 23-34,48,73.8,0,0.0,1,3.4,WR,OsboKJ00
2038,Tyler Davis,26,Sun,4,4,2022-10-02,25-183,GNB,,NWE,W 27-24 (OT),21,28.8,0,0.0,26,81.3,TE,DaviTy02
2039,Ashton Dulin,17,Sun,10,10,2022-11-13,25-182,IND,@,LVR,W 25-20,20,30.8,0,0.0,17,73.9,WR,DuliAs00
2040,Josh Oliver,6,Sun,2,2,2022-09-18,25-181,BAL,,MIA,L 38-42,28,47.5,0,0.0,6,20.0,TE,OlivJo00
2041,Jeff Smith,12,Sun,6,6,2022-10-16,25-178,NYJ,@,GNB,W 27-10,8,14.5,0,0.0,12,41.4,WR,SmitJe03
2042,Britain Covey,4,Sun,1,1,2022-09-11,25-177,PHI,@,DET,W 38-35,0,0.0,0,0.0,4,12.9,WR,CoveBr00
2043,Foster Moreau,1,Sun,7,8,2022-10-30,25-177,LVR,@,NOR,L 0-24,58,100.0,0,0.0,1,5.3,TE,MoreFo00
2044,Tyler Davis,23,Sun,3,3,2022-09-25,25-176,GNB,@,TAM,W 14-12,19,30.6,0,0.0,23,92.0,TE,DaviTy02
2045,Jacob Harris,18,Sun,5,5,2022-10-09,25-176,LAR,,DAL,L 10-22,0,0.0,0,0.0,18,60.0,WR,HarrJa03
2046,Ke'Shawn Vaughn,12,Thu,8,8,2022-10-27,25-176,TAM,,BAL,L 22-27,0,0.0,0,0.0,12,38.7,RB,VaugKe00
2047,Nick Westbrook-Ikhine,1,Sun,1,1,2022-09-11,25-174,TEN,,NYG,L 20-21,44,67.7,0,0.0,1,3.6,WR,WestNi00
2048,Velus Jones Jr.,8,Sun,8,8,2022-10-30,25-172,CHI,@,DAL,L 29-49,15,19.0,0,0.0,8,27.6,WR,JoneVe00
2049,Ke'Shawn Vaughn,10,Sun,7,7,2022-10-23,25-172,TAM,@,CAR,L 3-21,0,0.0,0,0.0,10,41.7,RB,VaugKe00
2050,A.J. Brown,1,Sun,14,15,2022-12-18,25-171,PHI,@,CHI,W 25-20,65,89.0,0,0.0,1,4.0,WR,BrowAJ00
2051,D.J. Moore,1,Sun,4,4,2022-10-02,25-171,CAR,,ARI,L 16-26,50,96.2,0,0.0,1,4.3,WR,MoorD.00
2052,Jeff Smith,9,Sun,5,5,2022-10-09,25-171,NYJ,,MIA,W 40-17,12,20.3,0,0.0,9,31.0,WR,SmitJe03
2053,Foster Moreau,6,Sun,6,7,2022-10-23,25-170,LVR,,HOU,W 38-20,54,96.4,0,0.0,6,22.2,TE,MoreFo00
2054,Tyler Davis,20,Sun,2,2,2022-09-18,25-169,GNB,,CHI,W 27-10,21,30.9,0,0.0,20,90.9,TE,DaviTy02
2055,Chase Allen,7,Sat,15,16,2022-12-24,25-168,CHI,,BUF,L 13-35,2,3.2,0,0.0,7,28.0,TE,AlleCh03
2056,Velus Jones Jr.,1,Mon,7,7,2022-10-24,25-166,CHI,@,NWE,W 33-14,13,18.3,0,0.0,1,4.0,WR,JoneVe00
2057,Brycen Hopkins,6,Thu,1,1,2022-09-08,25-165,LAR,,BUF,L 10-31,4,6.0,0,0.0,6,31.6,TE,HopkBr01
2058,Ke'Shawn Vaughn,14,Sun,6,6,2022-10-16,25-165,TAM,@,PIT,L 18-20,0,0.0,0,0.0,14,50.0,RB,VaugKe00
2059,A.J. Brown,1,Sun,13,14,2022-12-11,25-164,PHI,@,NYG,W 48-22,58,85.3,0,0.0,1,3.2,WR,BrowAJ00
2060,D.J. Moore,1,Sun,3,3,2022-09-25,25-164,CAR,,NOR,W 22-14,60,98.4,0,0.0,1,3.4,WR,MoorD.00
2061,Ben Skowronek,5,Thu,13,14,2022-12-08,25-164,LAR,,LVR,W 17-16,64,100.0,0,0.0,5,20.0,WR,SkowBe00
2062,Jeff Smith,7,Sun,4,4,2022-10-02,25-164,NYJ,@,PIT,W 24-20,7,10.0,0,0.0,7,26.9,WR,SmitJe03
2063,Tyler Davis,17,Sun,1,1,2022-09-11,25-162,GNB,@,MIN,L 7-23,15,24.6,0,0.0,17,73.9,TE,DaviTy02
2064,Jacob Harris,15,Sun,3,3,2022-09-25,25-162,LAR,@,ARI,W 20-12,0,0.0,0,0.0,15,60.0,WR,HarrJa03
2065,Olamide Zaccheaus,1,Sun,16,17,2023-01-01,25-162,ATL,,ARI,W 20-19,38,61.3,0,0.0,1,4.0,WR,ZaccOl01
2066,Scott Miller,19,Sun,17,18,2023-01-08,25-161,TAM,@,ATL,L 17-30,21,38.2,0,0.0,19,67.9,WR,MillSc01
2067,Ben Skowronek,3,Sun,12,13,2022-12-04,25-160,LAR,,SEA,L 23-27,62,96.9,0,0.0,3,11.1,WR,SkowBe00
2068,Ke'Shawn Vaughn,12,Sun,5,5,2022-10-09,25-158,TAM,,ATL,W 21-15,0,0.0,0,0.0,12,54.5,RB,VaugKe00
2069,Jeff Smith,8,Sun,3,3,2022-09-25,25-157,NYJ,,CIN,L 12-27,8,10.3,0,0.0,8,30.8,WR,SmitJe03
2070,Jacob Harris,12,Sun,2,2,2022-09-18,25-155,LAR,,ATL,W 31-27,1,1.6,0,0.0,12,52.2,WR,HarrJa03
2071,Velus Jones Jr.,9,Thu,6,6,2022-10-13,25-155,CHI,,WAS,L 7-12,12,16.7,0,0.0,9,45.0,WR,JoneVe00
2072,Tony Pollard,2,Sun,4,4,2022-10-02,25-155,DAL,,WAS,W 25-10,24,39.3,0,0.0,2,6.7,RB,PollTo00
2073,Jauan Jennings,3,Sun,13,14,2022-12-11,25-154,SFO,,TAM,W 35-7,22,34.9,0,0.0,3,14.3,WR,JennJa00
2074,Scott Miller,18,Sun,16,17,2023-01-01,25-154,TAM,,CAR,W 30-24,0,0.0,0,0.0,18,58.1,WR,MillSc01
2075,Ben Skowronek,15,Sun,11,12,2022-11-27,25-153,LAR,@,KAN,L 10-26,34,63.0,0,0.0,15,62.5,WR,SkowBe00
2076,Velus Jones Jr.,6,Sun,5,5,2022-10-09,25-151,CHI,@,MIN,L 22-29,3,6.0,0,0.0,6,26.1,WR,JoneVe00
2077,Ke'Shawn Vaughn,10,Sun,4,4,2022-10-02,25-151,TAM,,KAN,L 31-41,0,0.0,0,0.0,10,33.3,RB,VaugKe00
2078,A.J. Brown,1,Sun,11,12,2022-11-27,25-150,PHI,,GNB,W 40-33,77,96.3,0,0.0,1,3.2,WR,BrowAJ00
2079,Jeff Smith,12,Sun,2,2,2022-09-18,25-150,NYJ,@,CLE,W 31-30,10,14.3,0,0.0,12,40.0,WR,SmitJe03
2080,Tony Pollard,1,Mon,3,3,2022-09-26,25-149,DAL,@,NYG,W 23-16,28,43.8,0,0.0,1,3.4,RB,PollTo00
2081,Jauan Jennings,4,Sun,12,13,2022-12-04,25-147,SFO,,MIA,W 33-17,22,26.2,0,0.0,4,13.3,WR,JennJa00
2082,Scott Miller,23,Sun,15,16,2022-12-25,25-147,TAM,@,ARI,W 19-16 (OT),4,4.9,0,0.0,23,69.7,WR,MillSc01
2083,Ashton Dulin,11,Thu,5,5,2022-10-06,25-144,IND,@,DEN,W 12-9 (OT),12,15.2,0,0.0,11,35.5,WR,DuliAs00
2084,Velus Jones Jr.,11,Sun,4,4,2022-10-02,25-144,CHI,@,NYG,L 12-20,0,0.0,0,0.0,11,36.7,WR,JoneVe00
2085,Ke'Shawn Vaughn,7,Sun,3,3,2022-09-25,25-144,TAM,,GNB,L 12-14,0,0.0,0,0.0,7,28.0,RB,VaugKe00
2086,Jeff Smith,8,Sun,1,1,2022-09-11,25-143,NYJ,,BAL,L 9-24,10,11.9,0,0.0,8,29.6,WR,SmitJe03
2087,Foster Moreau,7,Sun,3,3,2022-09-25,25-142,LVR,@,TEN,L 22-24,35,50.0,0,0.0,7,29.2,TE,MoreFo00
2088,Lawrence Cager,10,Sun,17,18,2023-01-08,25-141,NYG,@,PHI,L 16-22,61,96.8,0,0.0,10,35.7,WR,CageLa01
2089,Reggie Gilliam,23,Sun,16,18,2023-01-08,25-141,BUF,,NWE,W 35-23,10,16.9,0,0.0,23,88.5,FB,GillRe00
2090,Ashton Dulin,14,Sun,4,4,2022-10-02,25-140,IND,,TEN,L 17-24,19,28.8,0,0.0,14,60.9,WR,DuliAs00
2091,Jauan Jennings,2,Sun,11,12,2022-11-27,25-140,SFO,,NOR,W 13-0,29,41.4,0,0.0,2,11.8,WR,JennJa00
2092,Scott Miller,10,Sun,14,15,2022-12-18,25-140,TAM,,CIN,L 23-34,8,10.8,0,0.0,10,40.0,WR,MillSc01
2093,Jared Pinkney,1,Sun,17,18,2023-01-08,25-140,LAR,@,SEA,L 16-19 (OT),2,3.3,0,0.0,1,3.0,TE,PinkJa02
2094,Foster Moreau,8,Sun,2,2,2022-09-18,25-135,LVR,,ARI,L 23-29 (OT),41,61.2,0,0.0,8,38.1,TE,MoreFo00
2095,Jauan Jennings,3,Mon,10,11,2022-11-21,25-134,SFO,@,ARI,W 38-10,22,37.9,0,0.0,3,11.5,WR,JennJa00
2096,Tony Pollard,2,Sun,1,1,2022-09-11,25-134,DAL,,TAM,L 3-19,38,55.1,0,0.0,2,8.3,RB,PollTo00
2097,Ashton Dulin,13,Sun,3,3,2022-09-25,25-133,IND,,KAN,W 20-17,18,25.4,0,0.0,13,56.5,WR,DuliAs00
2098,Scott Miller,7,Sun,13,14,2022-12-11,25-133,TAM,@,SFO,L 7-35,11,14.5,0,0.0,7,33.3,WR,MillSc01
2099,Jared Pinkney,9,Sun,16,17,2023-01-01,25-133,LAR,@,LAC,L 10-31,1,2.0,0,0.0,9,36.0,TE,PinkJa02
2100,Devin Asiasi,12,Sat,15,16,2022-12-24,25-132,CIN,@,NWE,W 22-18,32,38.6,0,0.0,12,48.0,TE,AsiaDe00
2101,Ben Skowronek,5,Sun,8,9,2022-11-06,25-132,LAR,@,TAM,L 13-16,37,64.9,0,0.0,5,15.2,WR,SkowBe00
2102,Foster Moreau,5,Sun,1,1,2022-09-11,25-128,LVR,@,LAC,L 19-24,18,31.0,0,0.0,5,20.8,TE,MoreFo00
2103,K.J. Osborn,1,Sun,6,6,2022-10-16,25-128,MIN,@,MIA,W 24-16,31,59.6,0,0.0,1,3.2,WR,OsboKJ00
2104,Scott Miller,7,Mon,12,13,2022-12-05,25-127,TAM,,NOR,W 17-16,15,18.8,0,0.0,7,25.9,WR,MillSc01
2105,Devin Asiasi,13,Sun,14,15,2022-12-18,25-126,CIN,@,TAM,W 34-23,17,25.8,0,0.0,13,52.0,TE,AsiaDe00
2106,Ashton Dulin,11,Sun,2,2,2022-09-18,25-126,IND,@,JAX,L 0-24,32,64.0,0,0.0,11,55.0,WR,DuliAs00
2107,Reggie Gilliam,22,Sat,15,16,2022-12-24,25-126,BUF,@,CHI,W 35-13,15,23.4,0,0.0,22,88.0,FB,GillRe00
2108,Jauan Jennings,2,Sun,9,10,2022-11-13,25-126,SFO,,LAC,W 22-16,23,32.4,0,0.0,2,7.1,WR,JennJa00
2109,Ben Skowronek,9,Sun,7,8,2022-10-30,25-125,LAR,,SFO,L 14-31,36,62.1,0,0.0,9,37.5,WR,SkowBe00
2110,Frank Darby,4,Sun,17,18,2023-01-08,25-122,ATL,,TAM,W 30-17,28,41.2,0,0.0,4,14.3,WR,DarbFr00
2111,Devin Asiasi,13,Sun,13,14,2022-12-11,25-119,CIN,,CLE,W 23-10,26,38.8,0,0.0,13,54.2,TE,AsiaDe00
2112,Ashton Dulin,20,Sun,1,1,2022-09-11,25-119,IND,@,HOU,T 20-20 (OT),32,34.8,0,0.0,20,62.5,WR,DuliAs00
2113,Reggie Gilliam,21,Sat,14,15,2022-12-17,25-119,BUF,,MIA,W 32-29,7,9.0,0,0.0,21,70.0,FB,GillRe00
2114,Scott Miller,6,Sun,11,12,2022-11-27,25-119,TAM,@,CLE,L 17-23 (OT),3,4.3,0,0.0,6,19.4,WR,MillSc01
2115,Frank Darby,7,Sun,16,17,2023-01-01,25-115,ATL,,ARI,W 20-19,11,17.7,0,0.0,7,28.0,WR,DarbFr00
2116,Parris Campbell,7,Sun,9,9,2022-11-06,25-113,IND,@,NWE,L 3-26,51,82.3,0,0.0,7,21.2,WR,CampPa00
2117,Ty Johnson,10,Sun,17,18,2023-01-08,25-113,NYJ,@,MIA,L 6-11,21,37.5,0,0.0,10,45.5,RB,JohnTy02
2118,Devin Asiasi,8,Sun,12,13,2022-12-04,25-112,CIN,,KAN,W 27-24,18,25.0,0,0.0,8,34.8,TE,AsiaDe00
2119,Frank Darby,3,Sat,15,16,2022-12-24,25-107,ATL,@,BAL,L 9-17,5,7.0,0,0.0,3,14.3,WR,DarbFr00
2120,Ty Johnson,5,Sun,16,17,2023-01-01,25-106,NYJ,@,SEA,L 6-23,33,47.1,0,0.0,5,20.0,RB,JohnTy02
2121,Olamide Zaccheaus,4,Sun,9,9,2022-11-06,25-106,ATL,,LAC,L 17-20,43,70.5,0,0.0,4,16.7,WR,ZaccOl01
2122,Devin Asiasi,5,Sun,11,12,2022-11-27,25-105,CIN,@,TEN,W 20-16,14,20.0,0,0.0,5,16.7,TE,AsiaDe00
2123,Jauan Jennings,15,Sun,7,7,2022-10-23,25-105,SFO,,KAN,L 23-44,32,40.5,0,0.0,15,53.6,WR,JennJa00
2124,Scott Miller,3,Sun,10,10,2022-11-13,25-105,TAM,,SEA,W 21-16,14,18.7,0,0.0,3,14.3,WR,MillSc01
2125,Reggie Gilliam,14,Thu,12,13,2022-12-01,25-103,BUF,@,NWE,W 24-10,5,6.7,0,0.0,14,58.3,FB,GillRe00
2126,Jonathan Ward,11,Sat,17,18,2023-01-07,25-099,TEN,@,JAX,L 16-20,5,6.7,0,0.0,11,45.8,RB,WardJo00
2127,Olamide Zaccheaus,8,Sun,8,8,2022-10-30,25-099,ATL,,CAR,W 37-34 (OT),54,80.6,0,0.0,8,22.9,WR,ZaccOl01
2128,Devin Asiasi,5,Sun,10,11,2022-11-20,25-098,CIN,@,PIT,W 37-30,9,13.6,0,0.0,5,13.9,TE,AsiaDe00
2129,Jauan Jennings,10,Sun,6,6,2022-10-16,25-098,SFO,@,ATL,L 14-28,19,31.7,0,0.0,10,45.5,WR,JennJa00
2130,Scott Miller,4,Sun,9,9,2022-11-06,25-098,TAM,,LAR,W 16-13,35,41.7,0,0.0,4,12.1,WR,MillSc01
2131,Lawrence Cager,1,Thu,11,12,2022-11-24,25-096,NYG,@,DAL,L 20-28,28,43.8,0,0.0,1,4.3,WR,CageLa01
2132,Devin Duvernay,7,Sat,14,15,2022-12-17,25-096,BAL,@,CLE,L 3-13,45,71.4,0,0.0,7,38.9,WR,DuveDe00
2133,Reggie Gilliam,21,Thu,11,12,2022-11-24,25-096,BUF,@,DET,W 28-25,7,9.1,0,0.0,21,80.8,FB,GillRe00
2134,Ty Johnson,4,Thu,15,16,2022-12-22,25-096,NYJ,,JAX,L 3-19,12,20.3,0,0.0,4,18.2,RB,JohnTy02
2135,Lawrence Cager,1,Sun,10,11,2022-11-20,25-092,NYG,,DET,L 18-31,56,73.7,0,0.0,1,3.8,WR,CageLa01
2136,Parris Campbell,5,Sun,6,6,2022-10-16,25-092,IND,,JAX,W 34-27,81,100.0,0,0.0,5,20.0,WR,CampPa00
2137,Reggie Gilliam,17,Sun,10,11,2022-11-20,25-092,BUF,,CLE,W 31-23,16,24.6,0,0.0,17,56.7,FB,GillRe00
2138,Ty Johnson,13,Sun,14,15,2022-12-18,25-092,NYJ,,DET,L 17-20,0,0.0,0,0.0,13,46.4,RB,JohnTy02
2139,Olamide Zaccheaus,6,Sun,7,7,2022-10-23,25-092,ATL,@,CIN,L 17-35,29,61.7,0,0.0,6,24.0,WR,ZaccOl01
2140,Jauan Jennings,6,Sun,5,5,2022-10-09,25-091,SFO,@,CAR,W 37-15,15,22.4,0,0.0,6,21.4,WR,JennJa00
2141,Devin Duvernay,5,Sun,13,14,2022-12-11,25-090,BAL,@,PIT,W 16-14,35,57.4,0,0.0,5,23.8,WR,DuveDe00
2142,Ben Skowronek,1,Sun,3,3,2022-09-25,25-090,LAR,@,ARI,W 20-12,41,85.4,0,0.0,1,4.0,WR,SkowBe00
2143,Jonathan Ward,11,Thu,16,17,2022-12-29,25-090,TEN,,DAL,L 13-27,5,7.7,0,0.0,11,44.0,RB,WardJo00
2144,Scott Miller,10,Thu,8,8,2022-10-27,25-088,TAM,,BAL,L 22-27,20,29.4,0,0.0,10,32.3,WR,MillSc01
2145,A.J. Brown,1,Sun,3,3,2022-09-25,25-087,PHI,@,WAS,W 24-8,56,80.0,0,0.0,1,3.8,WR,BrowAJ00
2146,Lawrence Cager,2,Sun,9,10,2022-11-13,25-085,NYG,,HOU,W 24-16,45,65.2,0,0.0,2,6.7,WR,CageLa01
2147,Luke Farrell,8,Sat,17,18,2023-01-07,25-085,JAX,,TEN,W 20-16,3,6.1,0,0.0,8,33.3,TE,FarrLu00
2148,Reggie Gilliam,26,Sun,9,10,2022-11-13,25-085,BUF,,MIN,L 30-33 (OT),4,5.3,0,0.0,26,78.8,FB,GillRe00
2149,Jauan Jennings,4,Mon,4,4,2022-10-03,25-085,SFO,,LAR,W 24-9,18,36.0,0,0.0,4,16.0,WR,JennJa00
2150,Ty Johnson,23,Sun,13,14,2022-12-11,25-085,NYJ,@,BUF,L 12-20,0,0.0,0,0.0,23,76.7,RB,JohnTy02
2151,Jonathan Ward,8,Sat,15,16,2022-12-24,25-085,TEN,,HOU,L 14-19,0,0.0,0,0.0,8,33.3,RB,WardJo00
2152,Olamide Zaccheaus,3,Sun,6,6,2022-10-16,25-085,ATL,,SFO,W 28-14,43,74.1,0,0.0,3,13.6,WR,ZaccOl01
2153,Devin Asiasi,2,Sun,9,9,2022-11-06,25-084,CIN,,CAR,W 42-21,23,31.1,0,0.0,2,6.9,TE,AsiaDe00
2154,Scott Miller,11,Sun,7,7,2022-10-23,25-084,TAM,@,CAR,L 3-21,8,11.9,0,0.0,11,45.8,WR,MillSc01
2155,Jared Pinkney,17,Sun,9,10,2022-11-13,25-084,LAR,,ARI,L 17-27,0,0.0,0,0.0,17,60.7,TE,PinkJa02
2156,Charlie Woerner,24,Sun,17,18,2023-01-08,25-084,SFO,,ARI,W 38-13,12,19.4,0,0.0,24,92.3,TE,WoerCh00
2157,Brittain Brown,15,Sun,16,17,2023-01-01,25-083,LVR,,SFO,L 34-37 (OT),0,0.0,0,0.0,15,45.5,RB,BrowBr06
2158,Devin Duvernay,11,Sun,12,13,2022-12-04,25-083,BAL,,DEN,W 10-9,68,94.4,0,0.0,11,42.3,WR,DuveDe00
2159,Ben Skowronek,4,Sun,2,2,2022-09-18,25-083,LAR,,ATL,W 31-27,54,85.7,0,0.0,4,17.4,WR,SkowBe00
2160,Parris Campbell,2,Thu,5,5,2022-10-06,25-082,IND,@,DEN,W 12-9 (OT),73,92.4,0,0.0,2,6.5,WR,CampPa00
2161,Trayveon Williams,21,Sun,16,18,2023-01-08,25-082,CIN,,BAL,W 27-16,0,0.0,0,0.0,21,70.0,RB,WillTr06
2162,Luke Farrell,7,Sun,16,17,2023-01-01,25-079,JAX,@,HOU,W 31-3,10,15.9,0,0.0,7,28.0,TE,FarrLu00
2163,Devin Asiasi,5,Mon,8,8,2022-10-31,25-078,CIN,@,CLE,L 13-32,1,1.9,0,0.0,5,21.7,TE,AsiaDe00
2164,Reggie Gilliam,18,Sun,8,9,2022-11-06,25-078,BUF,@,NYJ,L 17-20,10,16.1,0,0.0,18,78.3,FB,GillRe00
2165,Ty Johnson,13,Sun,12,13,2022-12-04,25-078,NYJ,@,MIN,L 22-27,28,32.9,0,0.0,13,40.6,RB,JohnTy02
