player,team,pos
Jonathan Taylor,IND,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Kadarius Toney,CLE,WR
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Justin Fields,PIT,QB
Princeton Fant,DAL,TE
Cole Kmet,CHI,TE
Jake Haener,NO,QB
Kenneth Gainwell,PHI,RB
Nico Collins,HOU,WR
Calvin Austin,PIT,WR
Brian Robinson,WAS,RB
Gabriel Davis,JAC,WR
CeeDee Lamb,DAL,WR
Peyton Hendershot,KC,TE
Jerry Jeudy,CLE,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Justin Jefferson,MIN,WR
Jordan Mims,NO,RB
Cam Akers,MIN,RB
Will Levis,TEN,QB
Jake Tonges,SF,TE
Nate Adkins,DEN,TE
James Mitchell,DET,TE
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Amon Ra St Brown,DET,WR
Ryan Flournoy,DAL,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Ray Davis,BUF,RB
Brayden Willis,SF,TE
Dorian Thompson Robinson,CLE,QB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Brevyn Spann Ford,DAL,TE
Brock Purdy,SF,QB
Chris Brooks,GB,RB
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Bo Nix,DEN,QB
Ja Marr Chase,CIN,WR
Malik Heath,GB,WR
Kenny McIntosh,SEA,RB
John FitzPatrick,GB,TE
Teagan Quitoriano,HOU,TE
Chase Brown,CIN,RB
Jahan Dotson,PHI,WR
Elijah Moore,CLE,WR
Kevin Austin,NO,WR
Dallin Holker,NO,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Justin Shorter,LV,TE
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Michael Penix,ATL,QB
Jha Quan Jackson,TEN,WR
Ben Sims,GB,TE
Bryce Oliver,TEN,WR
Xavier Hutchinson,HOU,WR
Terrace Marshall,LV,WR
Cade Stover,HOU,TE
Isaac Guerendo,SF,RB
Scott Matlock,LAC,FB/DL
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Ricky Pearsall,SF,WR
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Jaleel McLaughlin,DEN,RB
Ramel Keyton,LV,WR
Jordan Whittington,LAR,WR
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Cam Grandy,CIN,TE
Blake Corum,LAR,RB
Demario Douglas,NE,WR
Jamari Thrash,CLE,WR
Jayden Daniels,WAS,QB
Brenton Strange,JAC,TE
Malik Washington,MIA,WR
Zach Charbonnet,SEA,RB
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
Jacob Cowing,SF,WR
George Pickens,PIT,WR
Casey Washington,ATL,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Luke McCaffrey,WAS,WR
Johnny Wilson,PHI,WR
Jonathan Mingo,DAL,WR
Puka Nacua,LAR,WR
Breece Hall,NYJ,RB
Ainias Smith,PHI,WR
Jaheim Bell,NE,TE
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Jermaine Burton,CIN,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Sione Vaki,DET,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Quentin Johnston,LAC,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Deuce Vaughn,DAL,RB
Ladd McConkey,LAC,WR
Caleb Williams,CHI,QB
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Javon Baker,NE,WR
Isaiah Davis,NYJ,RB
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Malachi Corley,NYJ,WR
Parker Washington,JAC,WR
Ja Lynn Polk,NE,WR
AJ Barner,SEA,TE
Kayshon Boutte,NE,WR
Anthony Richardson,IND,QB
Rome Odunze,CHI,WR
Ben Sinnott,WAS,TE
Jase McClellan,ATL,RB
Drake Maye,NE,QB
Will Shipley,PHI,RB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Carson Steele,KC,RB
Brock Bowers,LV,TE
Troy Franklin,DEN,WR
Jaylen Wright,MIA,RB
Xavier Worthy,KC,WR
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
