player,team,pos
Mason Kinsey,TEN,WR
Brady Russell,SEA,TE
John Samuel Shenker,LV,TE
DeeJay Dallas,ARI,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Laviska Shenault,SEA,WR
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Troy Hairston,HOU,RB
Pierre Strong,CLE,RB
J K Dobbins,LAC,RB
Jalen Reagor,LAC,WR
Colby Parkinson,LAR,TE
Rachaad White,TB,RB
Jaelon Darden,CLE,WR
D Andre Swift,CHI,RB
Jake Ferguson,DAL,TE
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Connor Heyward,PIT,TE
Quintin Morris,BUF,TE
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,KC,WR
Jake Haener,NO,QB
Brian Robinson,WAS,RB
Calvin Austin,PIT,WR
Gabriel Davis,JAC,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Jerry Jeudy,CLE,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Malik Willis,GB,QB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Will Mallory,IND,TE
Cam Akers,MIN,RB
Jake Tonges,SF,TE
Nate Adkins,DEN,TE
Ihmir Smith Marsette,NYG,WR
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
Ryan Flournoy,DAL,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Ray Davis,BUF,RB
Brayden Willis,SF,TE
Trey McBride,ARI,TE
Tyrone Tracy,NYG,RB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Brock Purdy,SF,QB
Brevyn Spann Ford,DAL,TE
Chris Brooks,GB,RB
Ronnie Bell,SF,WR
Devin Culp,TB,TE
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ryan Miller,TB,WR
Michael Wilson,ARI,WR
Bo Nix,DEN,QB
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Malik Heath,GB,WR
Kenny McIntosh,SEA,RB
Bryce Ford Wheaton,NYG,WR
John FitzPatrick,GB,TE
Teagan Quitoriano,HOU,TE
Chase Brown,CIN,RB
Jahan Dotson,PHI,WR
Chris Collier,BAL,RB
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Justin Shorter,LV,TE
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Jha Quan Jackson,TEN,WR
Ben Sims,GB,TE
Jaylen Johnson,LAC,WR
Xavier Hutchinson,HOU,WR
Jermaine Jackson,NO,WR
Tommy Tremble,CAR,TE
Cade Stover,HOU,TE
Payne Durham,TB,TE
Chris Olave,NO,WR
Isaac Guerendo,SF,RB
Scott Matlock,LAC,FB/DL
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Ricky Pearsall,SF,WR
Zay Flowers,BAL,WR
Erick All,CIN,TE
Jaleel McLaughlin,DEN,RB
Daniel Bellinger,NYG,TE
Mason Tipton,NO,WR
Spencer Rattler,NO,QB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Elijah Higgins,ARI,TE
Jared Wiley,KC,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Blake Corum,LAR,RB
Demario Douglas,NE,WR
Jayden Daniels,WAS,QB
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Malik Washington,MIA,WR
Zach Charbonnet,SEA,RB
Bub Means,NO,WR
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Xavier Legette,CAR,WR
Isaiah Williams,DET,WR
Roschon Johnson,CHI,RB
Jacob Cowing,SF,WR
Davis Allen,LAR,TE
Theo Johnson,NYG,TE
George Pickens,PIT,WR
Casey Washington,ATL,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Luke McCaffrey,WAS,WR
Trey Palmer,TB,WR
Johnny Wilson,PHI,WR
Jonathan Mingo,CAR,WR
Breece Hall,NYJ,RB
Ainias Smith,PHI,WR
Puka Nacua,LAR,WR
Jaheim Bell,NE,TE
Dontayvion Wicks,GB,WR
Devontez Walker,BAL,WR
Jermaine Burton,CIN,WR
Drake London,ATL,WR
Bryce Young,CAR,QB
Sione Vaki,DET,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Kimani Vidal,LAC,RB
Tank Bigsby,JAC,RB
Tip Reiman,ARI,TE
C J Stroud,HOU,QB
De Von Achane,MIA,RB
Sean Tucker,TB,RB
Jalen Coker,CAR,WR
Ladd McConkey,LAC,WR
Caleb Williams,CHI,QB
Jalen McMillan,TB,WR
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Javon Baker,NE,WR
Isaiah Davis,NYJ,RB
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Malachi Corley,NYJ,WR
Parker Washington,JAC,WR
AJ Barner,SEA,TE
Kayshon Boutte,NE,WR
Anthony Richardson,IND,QB
Rome Odunze,CHI,WR
Kendre Miller,NO,RB
Ben Sinnott,WAS,TE
Marvin Harrison,ARI,WR
Bucky Irving,TB,RB
Will Shipley,PHI,RB
Drake Maye,NE,QB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Carson Steele,KC,RB
Brock Bowers,LV,TE
Troy Franklin,DEN,WR
Ja Tavion Sanders,CAR,TE
Jaylen Wright,MIA,RB
Xavier Worthy,KC,WR
Keon Coleman,BUF,WR
Trey Benson,ARI,RB
Malik Nabers,NYG,WR
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
