player,team,pos
Juwan Johnson,NO,TE
Equanimeous St Brown,NO,WR
Ray Ray McCloud,ATL,WR
Drew Lock,NYG,QB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Joe Burrow,CIN,QB
Lamar Jackson,BAL,QB
Kristian Wilkerson,LV,WR
Darius Slayton,NYG,WR
DJ Turner,LV,WR
Adam Prentice,NO,RB
Adam Trautman,DEN,TE
Saquon Barkley,PHI,RB
Josiah Deguara,JAC,TE
Josh Oliver,MIN,TE
Nick Westbrook Ikhine,TEN,WR
Irvin Charles,NYJ,WR
Tony Pollard,TEN,RB
Miles Sanders,CAR,RB
Thomas Odukoya,TEN,TE
Foster Moreau,NO,TE
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
Sam Darnold,MIN,QB
David Montgomery,DET,RB
K J Osborn,NE,WR
A J Brown,PHI,WR
Parris Campbell,PHI,WR
Olamide Zaccheaus,WAS,WR
Scott Miller,PIT,WR
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,NYG,RB
Ty Johnson,BUF,RB
Xavier Smith,LAR,WR
Jonathan Ward,PIT,RB
Michael Pittman,IND,WR
Luke Farrell,JAC,TE
Charlie Woerner,ATL,TE
Trayveon Williams,CIN,RB
Darnell Mooney,ATL,WR
Simi Fehoko,LAC,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
D K Metcalf,SEA,WR
Zack Moss,CIN,RB
Devaughn Vele,DEN,WR
Feleipe Franks,CAR,TE
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Tyler Huntley,MIA,QB
Josh Jacobs,GB,RB
Rhamondre Stevenson,NE,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Tanner Conner,MIA,TE
Kylen Granson,IND,TE
Tyreik McAllister,LV,WR
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Harrison Bryant,LV,TE
Patrick Taylor,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Kenny Pickett,PHI,QB
Alexander Mattison,LV,RB
Antonio Gibson,NE,RB
Lucas Krull,DEN,TE
Avery Williams,ATL,RB
Brandon Johnson,PIT,WR
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Jalen Hurts,PHI,QB
Hunter Long,LAR,TE
Tyler Johnson,LAR,WR
Brady Russell,SEA,TE
Aidan O Connell,LV,QB
John Samuel Shenker,LV,TE
DeeJay Dallas,ARI,RB
Stone Smartt,LAC,TE
Laviska Shenault,SEA,WR
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Troy Hairston,HOU,RB
Pierre Strong,CLE,RB
J K Dobbins,LAC,RB
Jalen Reagor,LAC,WR
Colby Parkinson,LAR,TE
Rachaad White,TB,RB
Jaelon Darden,CLE,WR
Tee Higgins,CIN,WR
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Jalen Nailor,MIN,WR
Kenneth Gainwell,PHI,RB
Jake Haener,NO,QB
Brian Robinson,WAS,RB
Clayton Tune,ARI,QB
Calvin Austin,PIT,WR
Gabriel Davis,JAC,WR
Cade Otton,TB,TE
Jerry Jeudy,CLE,WR
Noah Gray,KC,TE
Emanuel Wilson,GB,RB
Tylan Wallace,BAL,WR
Christian Watson,GB,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,MIN,RB
Will Mallory,IND,TE
Jake Tonges,SF,TE
Nate Adkins,DEN,TE
Ihmir Smith Marsette,NYG,WR
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Ray Davis,BUF,RB
Dorian Thompson Robinson,CLE,QB
Trey McBride,ARI,TE
Tyrone Tracy,NYG,RB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Brock Purdy,SF,QB
Chris Brooks,GB,RB
Ronnie Bell,SF,WR
Devin Culp,TB,TE
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Bo Nix,DEN,QB
Ja Marr Chase,CIN,WR
Colson Yankoff,WAS,TE
Malik Heath,GB,WR
Kenny McIntosh,SEA,RB
Bryce Ford Wheaton,NYG,WR
Teagan Quitoriano,HOU,TE
Chase Brown,CIN,RB
Jahan Dotson,PHI,WR
Chris Collier,BAL,RB
Elijah Moore,CLE,WR
Dallin Holker,NO,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Justin Shorter,LV,TE
Cedric Tillman,CLE,WR
Jayden Reed,GB,WR
Javonte Williams,DEN,RB
Alec Pierce,IND,WR
Michael Penix,ATL,QB
Jha Quan Jackson,TEN,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Jermaine Jackson,NO,WR
Cade Stover,HOU,TE
Scott Matlock,LAC,FB/DL
Isaac Guerendo,SF,RB
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Ricky Pearsall,SF,WR
Zay Flowers,BAL,WR
Skyy Moore,KC,WR
Erick All,CIN,TE
Sam Howell,SEA,QB
Jaleel McLaughlin,DEN,RB
Daniel Bellinger,NYG,TE
Mason Tipton,NO,WR
Spencer Rattler,NO,QB
Jordan Whittington,LAR,WR
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Elijah Higgins,ARI,TE
Evan Hull,IND,RB
Jared Wiley,KC,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Blake Corum,LAR,RB
Demario Douglas,NE,WR
Jayden Daniels,WAS,QB
Jamari Thrash,CLE,WR
Brenton Strange,JAC,TE
Malik Washington,MIA,WR
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Bub Means,NO,WR
Xavier Legette,CAR,WR
Davis Allen,LAR,TE
Jacob Cowing,SF,WR
Theo Johnson,NYG,TE
George Pickens,PIT,WR
Casey Washington,ATL,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Luke McCaffrey,WAS,WR
Johnny Wilson,PHI,WR
Jonathan Mingo,CAR,WR
Breece Hall,NYJ,RB
Jaheim Bell,NE,TE
Dontayvion Wicks,GB,WR
Devontez Walker,BAL,WR
Jermaine Burton,CIN,WR
Drake London,ATL,WR
Bryce Young,CAR,QB
Sione Vaki,DET,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Kimani Vidal,LAC,RB
Tank Bigsby,JAC,RB
Tip Reiman,ARI,TE
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
De Von Achane,MIA,RB
Sean Tucker,TB,RB
Jalen Coker,CAR,WR
Ladd McConkey,LAC,WR
Jalen McMillan,TB,WR
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Isaiah Davis,NYJ,RB
Brenden Rice,LAC,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Marvin Mims,DEN,WR
Ja Lynn Polk,NE,WR
AJ Barner,SEA,TE
Kayshon Boutte,NE,WR
Anthony Richardson,IND,QB
Kendre Miller,NO,RB
Ben Sinnott,WAS,TE
Jase McClellan,ATL,RB
Marvin Harrison,ARI,WR
Bucky Irving,TB,RB
Will Shipley,PHI,RB
Drake Maye,NE,QB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Carson Steele,KC,RB
Brock Bowers,LV,TE
Troy Franklin,DEN,WR
Ja Tavion Sanders,CAR,TE
Jaylen Wright,MIA,RB
Xavier Worthy,KC,WR
Keon Coleman,BUF,WR
Trey Benson,ARI,RB
Malik Nabers,NYG,WR
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
