player,team,pos
Trey Sermon,IND,RB
Charlie Kolar,BAL,TE
Jalen Tolbert,DAL,WR
Justin Fields,PIT,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Calvin Austin,PIT,WR
Gabriel Davis,JAC,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Jerry Jeudy,CLE,WR
Emanuel Wilson,GB,RB
Christian Watson,GB,WR
Tylan Wallace,BAL,WR
Dante Miller,NYG,RB
Bo Melton,GB,WR
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Jordan Mims,NO,RB
Cam Akers,HOU,RB
Will Mallory,IND,TE
Will Levis,TEN,QB
Nate Adkins,DEN,TE
Jake Tonges,SF,TE
Ihmir Smith Marsette,NYG,WR
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
Trevor Lawrence,JAC,QB
Andrei Iosivas,CIN,WR
Brenden Bates,NYJ,TE
Dalton Kincaid,BUF,TE
Aaron Shampklin,PIT,RB
Amon Ra St Brown,DET,WR
Ryan Flournoy,DAL,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Ray Davis,BUF,RB
Trey McBride,ARI,TE
Tyrone Tracy,NYG,RB
Hassan Haskins,LAC,RB
Rashod Bateman,BAL,WR
Dylan Laube,LV,RB
Brevyn Spann Ford,DAL,TE
Brock Purdy,SF,QB
Chris Brooks,GB,RB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ryan Miller,TB,WR
Michael Wilson,ARI,WR
Bo Nix,DEN,QB
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Colson Yankoff,WAS,TE
Malik Heath,GB,WR
Kenny McIntosh,SEA,RB
Teagan Quitoriano,HOU,TE
Chase Brown,CIN,RB
Jahan Dotson,PHI,WR
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Dallin Holker,NO,TE
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Jha Quan Jackson,TEN,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tyson Bagent,CHI,QB
Cade Stover,HOU,TE
Payne Durham,TB,TE
Chris Olave,NO,WR
Scott Matlock,LAC,FB/DL
Isaac Guerendo,SF,RB
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Erick All,CIN,TE
Jaleel McLaughlin,DEN,RB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Mason Tipton,NO,WR
Spencer Rattler,NO,QB
Kyle Pitts,ATL,TE
Xavier Weaver,ARI,WR
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
D J Williams,TB,RB
Demario Douglas,NE,WR
Jayden Daniels,WAS,QB
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Bub Means,NO,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Xavier Legette,CAR,WR
Roschon Johnson,CHI,RB
Jacob Cowing,SF,WR
Rasheen Ali,BAL,RB
Theo Johnson,NYG,TE
Terrell Jennings,NE,RB
George Pickens,PIT,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Luke McCaffrey,WAS,WR
Johnny Wilson,PHI,WR
Jonathan Mingo,CAR,WR
Breece Hall,NYJ,RB
Jaheim Bell,NE,TE
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Roman Wilson,PIT,WR
Drake London,ATL,WR
Sione Vaki,DET,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Kimani Vidal,LAC,RB
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Tip Reiman,ARI,TE
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
Sean Tucker,TB,RB
Jalen Coker,CAR,WR
Ladd McConkey,LAC,WR
Caleb Williams,CHI,QB
Jalen McMillan,TB,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Isaiah Davis,NYJ,RB
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Ja Lynn Polk,NE,WR
AJ Barner,SEA,TE
Kayshon Boutte,NE,WR
Rome Odunze,CHI,WR
Ben Sinnott,WAS,TE
Marvin Harrison,ARI,WR
Bucky Irving,TB,RB
Will Shipley,PHI,RB
Drake Maye,NE,QB
Adonai Mitchell,IND,WR
Brian Thomas,JAC,WR
Brock Bowers,LV,TE
Troy Franklin,DEN,WR
Ja Tavion Sanders,CAR,TE
Keon Coleman,BUF,WR
Trey Benson,ARI,RB
Audric Estime,DEN,RB
Braelon Allen,NYJ,RB
