player,team,pos
Jahan Dotson,WAS,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Tyson Bagent,CHI,QB
Terrace Marshall,CAR,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Jashaun Corbin,NYG,RB
Luke Musgrave,GB,TE
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Demario Douglas,NE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Roschon Johnson,CHI,RB
George Pickens,PIT,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Bryce Young,CAR,QB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
Sean Tucker,TB,RB
Deuce Vaughn,DAL,RB
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Kayshon Boutte,NE,WR
