player,team,pos
Cole Turner,WAS,TE
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Rashee Rice,KC,WR
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Tyson Bagent,CHI,QB
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Luke Musgrave,GB,TE
Tyquan Thornton,NE,WR
Derius Davis,LAC,WR
Skyy Moore,KC,WR
Zay Flowers,BAL,WR
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Demario Douglas,NE,WR
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Rakim Jarrett,TB,WR
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
Xavier Gipson,NYJ,WR
George Pickens,PIT,WR
Tre Tucker,LV,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Zach Evans,LAR,RB
Breece Hall,NYJ,RB
Dontayvion Wicks,GB,WR
Tyjae Spears,TEN,RB
Michael Mayer,LV,TE
Bryce Young,CAR,QB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Kendre Miller,NO,RB
