player,team,pos
Kyler Murray,ARI,QB
Reggie Gilliam,BUF,RB
Devin Singletary,HOU,RB
Collin Johnson,CHI,WR
Jonathan Ward,TEN,RB
Cole Fotheringham,LV,TE
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Lynn Bowden,NO,WR
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Deonte Harty,BUF,WR
D K Metcalf,SEA,WR
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Ethan Fernea,IND,WR
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Brandon Aiyuk,SF,WR
Samori Toure,GB,WR
Kylen Granson,IND,TE
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Quez Watkins,PHI,WR
Rico Dowdle,DAL,RB
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,MIA,WR
Austin Trammell,LAR,WR
Lucas Krull,DEN,TE
Brandon Johnson,DEN,WR
Drew Ogletree,IND,TE
Jake Bobo,SEA,WR
Tommy DeVito,NYG,QB
Jalen Hurts,PHI,QB
Travis Homer,CHI,RB
Mason Kinsey,TEN,WR
Aidan O Connell,LV,QB
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Elijah Cooks,JAC,WR
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Kenny Yeboah,NYJ,TE
Jordan Love,GB,QB
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Malik Davis,DAL,RB
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Jalen Reagor,NE,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
D Andre Swift,PHI,RB
Jake Ferguson,DAL,TE
Tucker Fisk,ATL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Jason Brownlee,NYJ,WR
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Charlie Kolar,BAL,TE
Donovan Peoples Jones,DET,WR
Jalen Tolbert,DAL,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,KC,WR
Nico Collins,HOU,WR
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Colton Dowell,TEN,WR
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Michael Carter,ARI,RB
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Will Mallory,IND,TE
James Mitchell,DET,TE
Ihmir Smith Marsette,CAR,WR
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Shedrick Jackson,CIN,WR
Amon Ra St Brown,DET,WR
A T Perry,NO,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Brayden Willis,SF,TE
Dorian Thompson Robinson,CLE,QB
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Justyn Ross,KC,WR
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Chris Brooks,MIA,RB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Hunter Luepke,DAL,RB
Malik Heath,GB,WR
Cole Turner,WAS,TE
Chase Brown,CIN,RB
Jahan Dotson,WAS,WR
Blake Whiteheart,ARI,TE
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Rashee Rice,KC,WR
Javonte Williams,DEN,RB
Alec Pierce,IND,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Jashaun Corbin,NYG,RB
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Zay Flowers,BAL,WR
Derius Davis,LAC,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Kevin Harris,NE,RB
Demario Douglas,NE,WR
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
George Pickens,PIT,WR
Tre Tucker,LV,WR
Xavier Gipson,NYJ,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Breece Hall,NYJ,RB
Puka Nacua,LAR,WR
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Drake London,ATL,WR
Bryce Young,CAR,QB
Isaiah Spiller,LAC,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Kayshon Boutte,NE,WR
Israel Abanikanda,NYJ,RB
