player,team,pos
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Cade Otton,TB,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Christian Watson,GB,WR
Jordan Mason,SF,RB
Malik Willis,TEN,QB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Kyle Philips,TEN,WR
Cam Akers,MIN,RB
Will Mallory,IND,TE
Will Levis,TEN,QB
Nate Adkins,DEN,TE
Zach Wilson,NYJ,QB
James Mitchell,DET,TE
Ihmir Smith Marsette,CAR,WR
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
A T Perry,NO,WR
Tank Dell,HOU,WR
Dyami Brown,WAS,WR
Antoine Green,DET,WR
Dorian Thompson Robinson,CLE,QB
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
John FitzPatrick,ATL,TE
Teagan Quitoriano,HOU,TE
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Rashee Rice,KC,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Tyson Bagent,CHI,QB
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Jashaun Corbin,NYG,RB
Luke Musgrave,GB,TE
Skyy Moore,KC,WR
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Demario Douglas,NE,WR
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
George Pickens,PIT,WR
Tre Tucker,LV,WR
Xavier Gipson,NYJ,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Bryce Young,CAR,QB
Isaiah Spiller,LAC,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Jahmyr Gibbs,DET,RB
Marvin Mims,DEN,WR
Kendre Miller,NO,RB
