player,team,pos
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Demario Douglas,NE,WR
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Davis Allen,LAR,TE
George Pickens,PIT,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Puka Nacua,LAR,WR
Zach Evans,LAR,RB
Dontayvion Wicks,GB,WR
Michael Mayer,LV,TE
Drake London,ATL,WR
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
Tyler Scott,CHI,WR
Sean Tucker,TB,RB
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Kendre Miller,NO,RB
