player,team,pos
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Jordan Mims,NO,RB
Kyle Philips,TEN,WR
Will Mallory,IND,TE
Nate Adkins,DEN,TE
James Mitchell,DET,TE
Ihmir Smith Marsette,CAR,WR
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Mitchell Tinsley,WAS,WR
Zamir White,LV,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
A T Perry,NO,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Brayden Willis,SF,TE
Antoine Green,DET,WR
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Justyn Ross,KC,WR
Deven Thompkins,TB,WR
Chris Brooks,MIA,RB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Malik Heath,GB,WR
John FitzPatrick,ATL,TE
Chase Brown,CIN,RB
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jashaun Corbin,NYG,RB
Luke Musgrave,GB,TE
Derius Davis,LAC,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Kevin Harris,NE,RB
Demario Douglas,NE,WR
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
George Pickens,PIT,WR
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Trey Palmer,TB,WR
Puka Nacua,LAR,WR
Zach Evans,LAR,RB
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Dontayvion Wicks,GB,WR
Drake London,ATL,WR
Bryce Young,CAR,QB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Kayshon Boutte,NE,WR
Kendre Miller,NO,RB
Israel Abanikanda,NYJ,RB
