player,team,pos
Will Mallory,IND,TE
Zach Wilson,NYJ,QB
Ihmir Smith Marsette,CAR,WR
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Josh Whyle,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,IND,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Antoine Green,DET,WR
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Justyn Ross,KC,WR
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Chris Brooks,MIA,RB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Hunter Luepke,DAL,RB
Ja Marr Chase,CIN,WR
Teagan Quitoriano,HOU,TE
Cole Turner,WAS,TE
Chase Brown,CIN,RB
Jahan Dotson,WAS,WR
Elijah Moore,CLE,WR
Greg Dulcich,DEN,TE
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Rashee Rice,KC,WR
Javonte Williams,DEN,RB
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Tyson Bagent,CHI,QB
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Skyy Moore,KC,WR
Sam Howell,WAS,QB
Jaleel McLaughlin,DEN,RB
Daniel Bellinger,NYG,TE
Chris Rodriguez,WAS,RB
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Rakim Jarrett,TB,WR
Davis Allen,LAR,TE
Xavier Gipson,NYJ,WR
Tre Tucker,LV,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Zach Evans,LAR,RB
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Michael Mayer,LV,TE
Drake London,ATL,WR
Bryce Young,CAR,QB
Isaiah Spiller,LAC,RB
Josh Downs,IND,WR
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
Sean Tucker,TB,RB
Keaton Mitchell,BAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Marvin Mims,DEN,WR
Kendre Miller,NO,RB
