player,team,pos
Ty Johnson,BUF,RB
Collin Johnson,CHI,WR
Jonathan Ward,TEN,RB
Michael Pittman,IND,WR
Cole Fotheringham,LV,TE
Lynn Bowden,NO,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Deonte Harty,BUF,WR
Michael Bandy,DEN,WR
Tay Martin,SF,WR
D K Metcalf,SEA,WR
Jack Stoll,PHI,TE
Tyler Huntley,BAL,QB
Kene Nwangwu,MIN,RB
Ethan Fernea,IND,WR
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Mecole Hardman,KC,WR
Brandon Aiyuk,SF,WR
Jaren Hall,MIN,QB
Samori Toure,GB,WR
Kylen Granson,IND,TE
Rodney Williams,PIT,TE
Lil Jordan Humphrey,DEN,WR
Khalil Herbert,CHI,RB
Harrison Bryant,CLE,TE
Patrick Taylor,GB,RB
AJ Dillon,GB,RB
Elijah Mitchell,SF,RB
Ty Chandler,MIN,RB
Tim Jones,JAC,WR
Greg Dortch,ARI,WR
Travis Vokolek,ARI,TE
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Austin Trammell,LAR,WR
Chase Claypool,MIA,WR
Lucas Krull,DEN,TE
Sean Clifford,GB,QB
Brandon Johnson,DEN,WR
Jake Bobo,SEA,WR
Travis Homer,CHI,RB
Jalen Hurts,PHI,QB
Mason Kinsey,TEN,WR
Brady Russell,SEA,TE
Rashid Shaheed,NO,WR
Aidan O Connell,LV,QB
DeeJay Dallas,SEA,RB
Luke Schoonmaker,DAL,TE
Stone Smartt,LAC,TE
Elijah Cooks,JAC,WR
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Charlie Jones,CIN,WR
Jaylen Warren,PIT,RB
Jordan Love,GB,QB
Kenny Yeboah,NYJ,TE
DeVonta Smith,PHI,WR
Nick Muse,MIN,TE
Grant Calcaterra,PHI,TE
Pierre Strong,CLE,RB
Jalen Reagor,NE,WR
Colby Parkinson,SEA,TE
Rachaad White,TB,RB
D Andre Swift,PHI,RB
Tee Higgins,CIN,WR
Jake Ferguson,DAL,TE
Tucker Fisk,ATL,TE
Jonathan Taylor,IND,RB
Emari Demercado,ARI,RB
Quintin Morris,BUF,TE
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Trey Sermon,IND,RB
Ronnie Rivers,LAR,RB
Jason Brownlee,NYJ,WR
Charlie Kolar,BAL,TE
Donovan Peoples Jones,DET,WR
Jalen Tolbert,DAL,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Clayton Tune,ARI,QB
Calvin Austin,PIT,WR
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Cade Otton,TB,TE
Colton Dowell,TEN,WR
Peyton Hendershot,DAL,TE
Jerry Jeudy,DEN,WR
Bailey Zappe,NE,QB
Noah Gray,KC,TE
Michael Carter,ARI,RB
Tylan Wallace,BAL,WR
Bo Melton,GB,WR
Jordan Mason,SF,RB
Dareke Young,SEA,WR
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Will Mallory,IND,TE
Will Levis,TEN,QB
Nate Adkins,DEN,TE
James Mitchell,DET,TE
Ihmir Smith Marsette,CAR,WR
Desmond Ridder,ATL,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
James Cook,BUF,RB
Tutu Atwell,LAR,WR
Andrei Iosivas,CIN,WR
Dalton Kincaid,BUF,TE
Amon Ra St Brown,DET,WR
A T Perry,NO,WR
Dyami Brown,WAS,WR
Eric Gray,NYG,RB
Brayden Willis,SF,TE
Trey McBride,ARI,TE
Rashod Bateman,BAL,WR
Justyn Ross,KC,WR
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Chris Brooks,MIA,RB
Ronnie Bell,SF,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Michael Wilson,ARI,WR
Ja Marr Chase,CIN,WR
Hunter Luepke,DAL,RB
Malik Heath,GB,WR
Chase Brown,CIN,RB
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,CLE,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Rashee Rice,KC,WR
Cedric Tillman,CLE,WR
Javonte Williams,DEN,RB
Jayden Reed,GB,WR
Alec Pierce,IND,WR
Jalen Brooks,DAL,WR
Ben Sims,GB,TE
Xavier Hutchinson,HOU,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Payne Durham,TB,TE
Chris Olave,NO,WR
Julian Hill,MIA,TE
Brevin Jordan,HOU,TE
John Metchie,HOU,WR
Garrett Wilson,NYJ,WR
Jashaun Corbin,NYG,RB
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Derius Davis,LAC,WR
Zay Flowers,BAL,WR
Jaleel McLaughlin,DEN,RB
Sam Howell,WAS,QB
Daniel Bellinger,NYG,TE
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Elijah Higgins,ARI,TE
Tucker Kraft,GB,TE
Tyler Goodson,IND,RB
Kevin Harris,NE,RB
Demario Douglas,NE,WR
David Bell,CLE,WR
Brenton Strange,JAC,TE
Wan Dale Robinson,NYG,WR
Zach Charbonnet,SEA,RB
Sam LaPorta,DET,TE
Roschon Johnson,CHI,RB
Davis Allen,LAR,TE
George Pickens,PIT,WR
Tre Tucker,LV,WR
Xavier Gipson,NYJ,WR
Jameson Williams,DET,WR
Trey Palmer,TB,WR
Jonathan Mingo,CAR,WR
Puka Nacua,LAR,WR
Breece Hall,NYJ,RB
Tyjae Spears,TEN,RB
Drake London,ATL,WR
Bryce Young,CAR,QB
Isaiah Spiller,LAC,RB
Josh Downs,IND,WR
Darnell Washington,PIT,TE
Tank Bigsby,JAC,RB
Quentin Johnston,LAC,WR
Jalin Hyatt,NYG,WR
C J Stroud,HOU,QB
Tyler Scott,CHI,WR
De Von Achane,MIA,RB
Deuce Vaughn,DAL,RB
Jordan Addison,MIN,WR
Bijan Robinson,ATL,RB
Jaxon Smith Njigba,SEA,WR
Jahmyr Gibbs,DET,RB
Parker Washington,JAC,WR
Israel Abanikanda,NYJ,RB
