player,team,pos
Khalil Shakir,BUF,WR
Ja Marr Chase,CIN,WR
Teagan Quitoriano,HOU,TE
Cole Turner,WAS,TE
Michael Woods,CLE,WR
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Greg Dulcich,DEN,TE
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kenneth Walker,SEA,RB
Tyrion Davis Price,SF,RB
Julius Chestnut,TEN,RB
Kevin Harris,NE,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Kyle Juszczyk,SF,RB
Cameron Brate,TB,TE
Blake Bell,KC,TE
Michael Burton,KC,RB
Chris Manhertz,JAC,TE
Eric Tomlinson,DEN,TE
Willie Snead,SF,WR
Chris Conley,TEN,WR
Nick Boyle,BAL,TE
Justin Hardee,NYJ,WR
Garrett Griffin,DET,TE
Maxx Williams,ARI,TE
Patrick Ricard,BAL,RB
Corey Clement,ARI,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Kevin Rader,TEN,TE
Chris Myarick,NYG,RB
Tre Quan Smith,NO,WR
Nsimba Webster,CHI,WR
Andrew Beck,DEN,TE
Stanley Morgan,CIN,WR
Miles Boykin,PIT,WR
Giovanni Ricci,CAR,TE
Gunner Olszewski,PIT,WR
Kirk Merritt,NO,WR
Nikola Kalinic,IND,TE
Jesper Horsted,LV,WR
Chase Allen,CHI,TE
Frank Darby,ATL,WR
Brittain Brown,LV,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
John Bates,WAS,TE
Feleipe Franks,ATL,QB
Sean McKeon,DAL,TE
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Harrison Bryant,CLE,TE
Austin Trammell,LAR,WR
Darrynton Evans,CHI,RB
Hunter Long,MIA,TE
Nick Muse,MIN,TE
Malik Davis,DAL,RB
Grant Calcaterra,PHI,TE
Zander Horvath,LAC,RB
Salvon Ahmed,MIA,RB
Trestan Ebner,CHI,RB
Quintin Morris,BUF,TE
Larry Rountree,LAC,RB
Jalen Nailor,MIN,WR
Eno Benjamin,NO,RB
Peyton Hendershot,DAL,TE
Dareke Young,SEA,WR
Racey McMath,TEN,WR
Dyami Brown,WAS,WR
