player,team,pos
Jared Goff,DET,QB
Austin Hooper,TEN,TE
Tyler Boyd,CIN,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Aaron Jones,GB,RB
Hunter Henry,NE,TE
Jakob Johnson,LV,RB
Zach Pascal,PHI,WR
KhaDarel Hodge,ATL,WR
Sony Michel,LAC,RB
Matt Breida,NYG,RB
Dontrell Hilliard,TEN,RB
Nick Mullens,MIN,QB
Jamaal Williams,DET,RB
Justin Watson,KC,WR
Isaiah McKenzie,BUF,WR
Baker Mayfield,CAR,QB
Boston Scott,PHI,RB
James Conner,ARI,RB
Austin Ekeler,LAC,RB
Ezekiel Elliott,DAL,RB
Alvin Kamara,NO,RB
Tyler Conklin,NYJ,TE
Kendrick Bourne,NE,WR
Kareem Hunt,CLE,RB
Dalvin Cook,MIN,RB
Trace McSorley,ARI,QB
Jonnu Smith,NE,TE
Richie James,NYG,WR
Mark Andrews,BAL,TE
Brandon Powell,LAR,WR
Terry McLaurin,WAS,WR
Samaje Perine,CIN,RB
Patrick Mahomes,KC,QB
Braxton Berrios,NYJ,WR
Courtland Sutton,DEN,WR
Dante Pettis,CHI,WR
Jody Fortson,KC,TE
Trenton Irwin,CIN,WR
Allen Lazard,GB,WR
Nick Chubb,CLE,RB
Noah Brown,DAL,WR
Cam Sims,WAS,WR
Deebo Samuel,SF,WR
D Ernest Johnson,CLE,RB
Michael Gallup,DAL,WR
Chase Edmonds,DEN,RB
Justin Jackson,DET,RB
D Onta Foreman,CAR,RB
Josh Allen,BUF,QB
Christian McCaffrey,SF,RB
Ian Thomas,CAR,TE
Diontae Johnson,PIT,WR
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
Tom Kennedy,DET,WR
KaVontae Turpin,DAL,WR
Curtis Samuel,WAS,WR
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
Juwan Johnson,NO,TE
James Proche,BAL,WR
D J Chark,DET,WR
Equanimeous St Brown,CHI,WR
Ray Ray McCloud,SF,WR
Jakobi Meyers,NE,WR
Nyheim Hines,BUF,RB
Dawson Knox,BUF,TE
Gunner Olszewski,PIT,WR
Joe Burrow,CIN,QB
Bryce Perkins,LAR,QB
Lamar Jackson,BAL,QB
Darius Slayton,NYG,WR
Keke Coutee,IND,WR
DJ Turner,LV,WR
Adam Trautman,NO,TE
Saquon Barkley,NYG,RB
Damien Harris,NE,RB
Kendall Hinton,DEN,WR
Jesper Horsted,LV,WR
Britain Covey,PHI,WR
Josh Oliver,BAL,TE
Nick Westbrook Ikhine,TEN,WR
Steven Sims,PIT,WR
D J Moore,CAR,WR
Jacob Harris,LAR,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Foster Moreau,LV,TE
Velus Jones,CHI,WR
Ashton Dulin,IND,WR
Daniel Jones,NYG,QB
David Montgomery,CHI,RB
K J Osborn,MIN,WR
Ben Skowronek,LAR,WR
A J Brown,PHI,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Parris Campbell,IND,WR
Olamide Zaccheaus,ATL,WR
Darrell Henderson,LAR,RB
Lawrence Cager,NYG,TE
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Ty Johnson,NYJ,RB
Michael Pittman,IND,WR
Denzel Mims,NYJ,WR
Trayveon Williams,CIN,RB
Darnell Mooney,CHI,WR
John Bates,WAS,TE
Justice Hill,BAL,RB
Michael Bandy,LAC,WR
Zack Moss,IND,RB
Jack Stoll,PHI,TE
Kene Nwangwu,MIN,RB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Marquez Callaway,NO,WR
Kylen Granson,IND,TE
Harrison Bryant,CLE,TE
Elijah Mitchell,SF,RB
AJ Dillon,GB,RB
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Antonio Gibson,WAS,RB
Chase Claypool,CHI,WR
Avery Williams,ATL,RB
Brandon Johnson,DEN,WR
Jalen Hurts,PHI,QB
James Robinson,NYJ,RB
Rashid Shaheed,NO,WR
Mac Jones,NE,QB
Caleb Huntley,ATL,RB
Stone Smartt,LAC,TE
Laviska Shenault,CAR,WR
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Malik Davis,DAL,RB
Brock Wright,DET,TE
Troy Hairston,HOU,TE
Zander Horvath,LAC,RB
Pierre Strong,NE,RB
Trestan Ebner,CHI,RB
Jalen Reagor,MIN,WR
D Andre Swift,DET,RB
Jake Ferguson,DAL,TE
Tee Higgins,CIN,WR
Jonathan Taylor,IND,RB
Connor Heyward,PIT,TE
Kadarius Toney,KC,WR
Deon Jackson,IND,RB
Donovan Peoples Jones,CLE,WR
Jalen Tolbert,DAL,WR
Gary Brightwell,NYG,RB
Jalen Nailor,MIN,WR
Isiah Pacheco,KC,RB
Justin Fields,CHI,QB
Cole Kmet,CHI,TE
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Nico Collins,HOU,WR
Brian Robinson,WAS,RB
Gabriel Davis,BUF,WR
CeeDee Lamb,DAL,WR
Clyde Edwards Helaire,KC,RB
Peyton Hendershot,DAL,TE
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Tylan Wallace,BAL,WR
Christian Watson,GB,WR
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Dax Milne,WAS,WR
Zach Wilson,NYJ,QB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Joshua Palmer,LAC,WR
James Cook,BUF,RB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
Trey McBride,ARI,TE
Hassan Haskins,TEN,RB
Brock Purdy,SF,QB
Dameon Pierce,HOU,RB
Teagan Quitoriano,HOU,TE
Cole Turner,WAS,TE
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Greg Dulcich,DEN,TE
Elijah Moore,NYJ,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Terrace Marshall,CAR,WR
Chris Olave,NO,WR
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Anthony Schwartz,CLE,WR
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Kyle Pitts,ATL,TE
David Bell,CLE,WR
Wan Dale Robinson,NYG,WR
George Pickens,PIT,WR
Drake London,ATL,WR
Isaiah Spiller,LAC,RB
Marcedes Lewis,GB,TE
Taiwan Jones,BUF,RB
Richard Rodgers,LAC,TE
Keith Smith,ATL,WR
Eric Tomlinson,DEN,TE
Kevin White,NO,WR
Derek Watt,PIT,RB
Nick Boyle,BAL,TE
C J Ham,MIN,RB
Byron Pringle,CHI,WR
Cody Hollister,TEN,WR
Jonathan Williams,WAS,RB
Dwayne Washington,NO,RB
Marcus Johnson,NYG,WR
Corey Clement,ARI,RB
Tanner Hudson,NYG,TE
Ross Dwelley,SF,TE
Parker Hesse,ATL,TE
Marcus Kemp,KC,WR
Trevon Wesco,CHI,TE
Chris Myarick,NYG,RB
Tre Quan Smith,NO,WR
Khari Blasingame,CHI,RB
Miles Boykin,PIT,WR
Mitchell Wilcox,CIN,TE
Shane Zylstra,DET,TE
Stephen Sullivan,CAR,TE
Adam Prentice,NO,RB
Nikola Kalinic,IND,TE
Josiah Deguara,GB,TE
Brycen Hopkins,LAR,TE
Tyler Davis,GB,TE
Jeff Smith,NYJ,WR
Devin Asiasi,CIN,TE
Reggie Gilliam,BUF,RB
Frank Darby,ATL,WR
Brittain Brown,LV,RB
Charlie Woerner,SF,TE
Cornell Powell,KC,WR
Tyree Jackson,PHI,TE
Sean McKeon,DAL,TE
Raleigh Webb,NE,WR
Benny Snell,PIT,RB
Patrick Taylor,GB,RB
Stanley Berryhill,DET,WR
Darrynton Evans,CHI,RB
Jalen Virgil,DEN,WR
Nick Muse,MIN,TE
Grant Calcaterra,PHI,TE
Quintin Morris,BUF,TE
Lance McCutcheon,LAR,WR
Tory Carter,TEN,RB
James Mitchell,DET,TE
Dyami Brown,WAS,WR
Michael Woods,CLE,WR
Jeremy Ruckert,NYJ,TE
