player,team,pos
Anthony Schwartz,CLE,WR
Skyy Moore,KC,WR
Tyquan Thornton,NE,WR
Daniel Bellinger,NYG,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Kevin Harris,NE,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Taiwan Jones,BUF,RB
Ryan Griffin,CHI,TE
Brandon Bolden,LV,RB
Giovani Bernard,TB,RB
Richard Rodgers,LAC,TE
Eric Tomlinson,DEN,TE
Malcolm Brown,LAR,RB
Byron Pringle,CHI,WR
Jacob Hollister,LV,TE
Justin Hardee,NYJ,WR
Dwayne Washington,NO,RB
Jakob Johnson,LV,RB
Dan Arnold,JAC,TE
Tommy Sweeney,BUF,TE
Trevon Wesco,CHI,TE
Tre Quan Smith,NO,WR
D Ernest Johnson,CLE,RB
Jamycal Hasty,JAC,RB
Miles Boykin,PIT,WR
Kirk Merritt,NO,WR
Binjimen Victor,BAL,WR
DJ Turner,LV,WR
Josh Oliver,BAL,TE
Tyler Davis,GB,TE
Jacob Harris,LAR,WR
Ke Shawn Vaughn,TB,RB
Devin Asiasi,CIN,TE
Reggie Gilliam,BUF,RB
Charlie Woerner,SF,TE
Cornell Powell,KC,WR
John Bates,WAS,TE
Tyree Jackson,PHI,TE
Feleipe Franks,ATL,QB
Raleigh Webb,NE,WR
Kene Nwangwu,MIN,RB
Tanner Conner,MIA,TE
Kenny Yeboah,NYJ,TE
Nick Muse,MIN,TE
Zander Horvath,LAC,RB
Pierre Strong,NE,RB
Ronnie Rivers,LAR,RB
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Tory Carter,TEN,RB
James Mitchell,DET,TE
Cole Turner,WAS,TE
