player,team,pos
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kenneth Walker,SEA,RB
Tyrion Davis Price,SF,RB
Julius Chestnut,TEN,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Kyle Rudolph,TB,TE
Giovani Bernard,TB,RB
Chris Manhertz,JAC,TE
Eric Tomlinson,DEN,TE
Tyler Kroft,SF,TE
Chris Conley,TEN,WR
Nick Vannett,NYG,TE
Ameer Abdullah,LV,RB
C J Ham,MIN,RB
Maxx Williams,ARI,TE
Patrick Ricard,BAL,RB
Marcus Johnson,NYG,WR
Johnny Mundt,MIN,TE
Jakob Johnson,LV,RB
Keith Kirkwood,NO,WR
Chris Streveler,NYJ,QB
Kevin Rader,TEN,TE
Parker Hesse,ATL,TE
Chris Myarick,NYG,RB
Matt Sokol,NE,TE
Craig Reynolds,DET,RB
Khari Blasingame,CHI,RB
Zach Gentry,PIT,TE
John Kelly,CLE,RB
Keke Coutee,IND,WR
Jesper Horsted,LV,WR
Scott Miller,TB,WR
Jared Pinkney,LAR,TE
Frank Darby,ATL,WR
Brittain Brown,LV,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
John Bates,WAS,TE
Tay Martin,SF,WR
Raleigh Webb,NE,WR
Sean McKeon,DAL,TE
Jack Stoll,PHI,TE
Benny Snell,PIT,RB
Samori Toure,GB,WR
Tim Jones,JAC,WR
Austin Trammell,LAR,WR
Jalen Virgil,DEN,WR
Brandon Johnson,DEN,WR
Hunter Long,MIA,TE
Stone Smartt,LAC,TE
Kenny Yeboah,NYJ,TE
Nick Muse,MIN,TE
Grant Calcaterra,PHI,TE
Tre McKitty,LAC,TE
Charlie Kolar,BAL,TE
Keaontay Ingram,ARI,RB
Dyami Brown,WAS,WR
Cole Turner,WAS,TE
