player,team,pos
Trevor Lawrence,JAC,QB
Dyami Brown,WAS,WR
Trey McBride,ARI,TE
Hassan Haskins,TEN,RB
Rashod Bateman,BAL,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Javonte Williams,DEN,RB
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Rondale Moore,ARI,WR
Chris Olave,NO,WR
Garrett Wilson,NYJ,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Breece Hall,NYJ,RB
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Taiwan Jones,BUF,RB
Richard Rodgers,LAC,TE
Michael Burton,KC,RB
Derek Watt,PIT,RB
Nick Boyle,BAL,TE
Malcolm Brown,LAR,RB
J P Holtz,NO,TE
Geoff Swaim,TEN,TE
Cody Hollister,TEN,WR
Maxx Williams,ARI,TE
Dwayne Washington,NO,RB
Mike Thomas,CIN,WR
Jakob Johnson,LV,RB
Kevin Rader,TEN,TE
Cullen Gillaspia,SEA,RB
Jason Moore,LAC,WR
Jonnu Smith,NE,TE
Chris Myarick,NYG,RB
Cam Sims,WAS,WR
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Alec Ingold,MIA,RB
Ben Ellefson,MIN,TE
Stanley Morgan,CIN,WR
Miles Boykin,PIT,WR
Andre Baccellia,ARI,WR
Jesper Horsted,LV,WR
Josh Oliver,BAL,TE
Reggie Gilliam,BUF,RB
Jonathan Ward,ARI,RB
Luke Farrell,JAC,TE
Simi Fehoko,DAL,WR
Armani Rogers,WAS,TE
Feleipe Franks,ATL,QB
Jack Stoll,PHI,TE
Miller Forristall,CLE,TE
Tanner Conner,MIA,TE
Ty Chandler,MIN,RB
Rico Dowdle,DAL,RB
Darrynton Evans,CHI,RB
Demetric Felton,CLE,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Troy Hairston,HOU,TE
Pierre Strong,NE,RB
Salvon Ahmed,MIA,RB
Connor Heyward,PIT,TE
Deon Jackson,IND,RB
Lance McCutcheon,LAR,WR
Tory Carter,TEN,RB
Tylan Wallace,BAL,WR
Jordan Mason,SF,RB
James Mitchell,DET,TE
Isaiah Likely,BAL,TE
Jeremy Ruckert,NYJ,TE
Anthony Schwartz,CLE,WR
