player,team,pos
Dyami Brown,WAS,WR
Trey McBride,ARI,TE
Daylen Baldwin,CLE,WR
Hassan Haskins,TEN,RB
Snoop Conner,JAC,RB
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Ja Marr Chase,CIN,WR
Teagan Quitoriano,HOU,TE
Michael Woods,CLE,WR
Jahan Dotson,WAS,WR
Greg Dulcich,DEN,TE
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kenneth Walker,SEA,RB
Julius Chestnut,TEN,RB
Kevin Harris,NE,RB
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Matthew Slater,NE,WR
Taiwan Jones,BUF,RB
Ryan Griffin,CHI,TE
Kyle Juszczyk,SF,RB
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Willie Snead,SF,WR
Stephen Anderson,ARI,TE
Nick Boyle,BAL,TE
Breshad Perriman,TB,WR
Geoff Swaim,TEN,TE
Jonathan Williams,WAS,RB
Justin Hardee,NYJ,WR
Corey Clement,ARI,RB
Ross Dwelley,SF,TE
Dan Arnold,JAC,TE
Parker Hesse,ATL,TE
Chris Myarick,NYG,RB
Cam Sims,WAS,WR
Tre Quan Smith,NO,WR
James Washington,DAL,WR
Giovanni Ricci,CAR,TE
Kirk Merritt,NO,WR
Nikola Kalinic,IND,TE
Josiah Deguara,GB,TE
Myles Gaskin,MIA,RB
Jesper Horsted,LV,WR
Scott Miller,TB,WR
Devin Asiasi,CIN,TE
Reggie Gilliam,BUF,RB
Ty Johnson,NYJ,RB
Brittain Brown,LV,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Sean McKeon,DAL,TE
Ko Kieft,TB,TE
Benny Snell,PIT,RB
Tanner Conner,MIA,TE
Tim Jones,JAC,WR
Austin Trammell,LAR,WR
Kenny Yeboah,NYJ,TE
Malik Davis,DAL,RB
Nick Muse,MIN,TE
Zander Horvath,LAC,RB
Tre McKitty,LAC,TE
Ronnie Rivers,LAR,RB
Lance McCutcheon,LAR,WR
Danny Gray,SF,WR
Jake Tonges,CHI,TE
Cole Turner,WAS,TE
