player,team,pos
Rashod Bateman,BAL,WR
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Treylon Burks,TEN,WR
Jahan Dotson,WAS,WR
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Javonte Williams,DEN,RB
Trey Lance,SF,QB
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kyle Pitts,ATL,TE
Kenneth Walker,SEA,RB
Tyrion Davis Price,SF,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Breece Hall,NYJ,RB
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Tyler Kroft,SF,TE
Chris Conley,HOU,WR
C J Ham,MIN,RB
Geoff Swaim,TEN,TE
Cody Hollister,TEN,WR
Byron Pringle,CHI,WR
Jonathan Williams,WAS,RB
Maxx Williams,ARI,TE
Jesse James,CLE,TE
Trenton Cannon,TEN,RB
Mike Thomas,CIN,WR
Jakob Johnson,LV,RB
Mike Boone,DEN,RB
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Ben Ellefson,MIN,TE
Stanley Morgan,CIN,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
Shane Zylstra,DET,TE
Adam Trautman,NO,TE
Josiah Deguara,GB,TE
Jesper Horsted,LV,WR
Josh Oliver,BAL,TE
Jacob Harris,LAR,WR
Noah Togiai,PHI,TE
Jonathan Ward,ARI,RB
Chris Evans,CIN,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Antonio Williams,NYG,RB
Kaylon Geiger,TB,WR
Simi Fehoko,DAL,WR
Armani Rogers,WAS,TE
Jake Funk,LAR,RB
Jack Stoll,PHI,TE
Benny Snell,PIT,RB
Tanner Conner,MIA,TE
Marquez Callaway,NO,WR
Patrick Taylor,GB,RB
Tim Jones,JAC,WR
Troy Hairston,HOU,TE
Salvon Ahmed,MIA,RB
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Jake Ferguson,DAL,TE
Jalen Nailor,MIN,WR
Tory Carter,TEN,RB
Peyton Hendershot,DAL,TE
Dyami Brown,WAS,WR
Trey McBride,ARI,TE
Tommy Tremble,CAR,TE
Anthony Schwartz,CLE,WR
