player,team,pos
Hassan Haskins,TEN,RB
Jaret Patterson,WAS,RB
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Erik Ezukanma,MIA,WR
Khalil Shakir,BUF,WR
Tyler Badie,DEN,RB
Ja Marr Chase,CIN,WR
Teagan Quitoriano,HOU,TE
Michael Woods,CLE,WR
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Chris Olave,NO,WR
Garrett Wilson,NYJ,WR
Jeremy Ruckert,NYJ,TE
Tyquan Thornton,NE,WR
Sam Howell,WAS,QB
Kenneth Walker,SEA,RB
Tyrion Davis Price,SF,RB
Julius Chestnut,TEN,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Ryan Griffin,CHI,TE
Cameron Brate,TB,TE
Michael Burton,KC,RB
Chris Manhertz,JAC,TE
Tyler Kroft,SF,TE
Chris Conley,TEN,WR
Stephen Anderson,ARI,TE
Malcolm Brown,LAR,RB
Justin Hardee,NYJ,WR
Maxx Williams,ARI,TE
Eric Saubert,DEN,TE
Patrick Ricard,BAL,RB
Johnny Mundt,MIN,TE
Zach Pascal,PHI,WR
Keith Kirkwood,NO,WR
KhaDarel Hodge,ATL,WR
Dan Arnold,JAC,TE
Kevin Rader,TEN,TE
Laquon Treadwell,SEA,WR
Trevon Wesco,CHI,TE
Matt Sokol,NE,TE
Trent Sherfield,MIA,WR
D Ernest Johnson,CLE,RB
Ian Thomas,CAR,TE
Khari Blasingame,CHI,RB
Alec Ingold,MIA,RB
Stanley Morgan,CIN,WR
Mitchell Wilcox,CIN,TE
Tyler Mabry,SEA,TE
Stephen Sullivan,CAR,TE
Adam Prentice,NO,RB
Nikola Kalinic,IND,TE
Josiah Deguara,GB,TE
Jesper Horsted,LV,WR
Preston Williams,CAR,WR
Ashton Dulin,IND,WR
Jared Pinkney,LAR,TE
Charlie Woerner,SF,TE
John Bates,WAS,TE
Sean McKeon,DAL,TE
Raleigh Webb,NE,WR
Jake Funk,IND,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Patrick Taylor,GB,RB
Tim Jones,JAC,WR
Austin Trammell,LAR,WR
Hunter Long,MIA,TE
Stone Smartt,LAC,TE
Kenny Yeboah,NYJ,TE
Grant Calcaterra,PHI,TE
Pierre Strong,NE,RB
Ronnie Rivers,LAR,RB
Lance McCutcheon,LAR,WR
Danny Gray,SF,WR
Peyton Hendershot,DAL,TE
Ihmir Smith Marsette,KC,WR
Cole Turner,WAS,TE
Kyren Williams,LAR,RB
