player,team,pos
Marcus Johnson,NYG,WR
Johnny Mundt,MIN,TE
Ross Dwelley,SF,TE
Parker Hesse,ATL,TE
Richie James,NYG,WR
Tre Quan Smith,NO,WR
Ian Thomas,CAR,TE
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Miles Boykin,PIT,WR
Stephen Sullivan,CAR,TE
Adam Prentice,NO,RB
DJ Turner,LV,WR
Nikola Kalinic,IND,TE
Josiah Deguara,GB,TE
Jesper Horsted,LV,WR
Tyler Davis,GB,TE
Ashton Dulin,IND,WR
Reggie Gilliam,BUF,RB
Brittain Brown,LV,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
John Bates,WAS,TE
Armani Rogers,WAS,TE
Ko Kieft,TB,TE
Miller Forristall,CLE,TE
Tanner Conner,MIA,TE
Tim Jones,JAC,WR
Kylin Hill,GB,RB
Nick Muse,MIN,TE
Grant Calcaterra,PHI,TE
Trestan Ebner,CHI,RB
Jake Ferguson,DAL,TE
Quintin Morris,BUF,TE
Jalen Tolbert,DAL,WR
Lance McCutcheon,LAR,WR
Tory Carter,TEN,RB
Jordan Mason,SF,RB
Dareke Young,SEA,WR
Jaret Patterson,WAS,RB
