player,team,pos
Gardner Minshew,PHI,QB
Josh Allen,BUF,QB
Ian Thomas,CAR,TE
Christian McCaffrey,SF,RB
Diontae Johnson,PIT,WR
Will Dissly,SEA,TE
Alec Ingold,MIA,RB
Brett Rypien,DEN,QB
David Njoku,CLE,TE
Dalton Schultz,DAL,TE
Joe Mixon,CIN,RB
Van Jefferson,LAR,WR
KaVontae Turpin,DAL,WR
Zach Gentry,PIT,TE
Jamycal Hasty,JAC,RB
D J Chark,DET,WR
Miles Boykin,PIT,WR
Ray Ray McCloud,SF,WR
Mitchell Wilcox,CIN,TE
Nyheim Hines,BUF,RB
Dawson Knox,BUF,TE
Shane Zylstra,DET,TE
Christian Kirk,JAC,WR
JuJu Smith Schuster,KC,WR
Gunner Olszewski,PIT,WR
Stephen Sullivan,CAR,TE
Joe Burrow,CIN,QB
Darius Slayton,NYG,WR
DJ Turner,LV,WR
Saquon Barkley,NYG,RB
Kendall Hinton,DEN,WR
Britain Covey,PHI,WR
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Steven Sims,PIT,WR
D J Moore,CAR,WR
Tony Pollard,DAL,RB
Miles Sanders,PHI,RB
Foster Moreau,LV,TE
Daniel Jones,NYG,QB
Marquise Brown,ARI,WR
Sam Darnold,CAR,QB
K J Osborn,MIN,WR
A J Brown,PHI,WR
Ben Skowronek,LAR,WR
T J Hockenson,MIN,TE
Jauan Jennings,SF,WR
Scott Miller,TB,WR
Kyler Murray,ARI,QB
Devin Singletary,BUF,RB
Devin Duvernay,BAL,WR
Denzel Mims,NYJ,WR
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
Justice Hill,BAL,RB
Noah Fant,SEA,TE
Joshua Kelley,LAC,RB
Tony Jones,SEA,RB
D K Metcalf,SEA,WR
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Tyler Huntley,BAL,QB
Josh Jacobs,LV,RB
Rhamondre Stevenson,NE,RB
Benny Snell,PIT,RB
Tua Tagovailoa,MIA,QB
Najee Harris,PIT,RB
Justin Herbert,LAC,QB
Brandon Aiyuk,SF,WR
Harrison Bryant,CLE,TE
Greg Dortch,ARI,WR
Kenny Pickett,PIT,QB
Quez Watkins,PHI,WR
Alexander Mattison,MIN,RB
Austin Trammell,LAR,WR
Jalen Virgil,DEN,WR
Demetric Felton,CLE,WR
Brandon Johnson,DEN,WR
Anthony Brown,BAL,QB
Travis Homer,SEA,RB
Jalen Hurts,PHI,QB
Mac Jones,NE,QB
Stone Smartt,LAC,TE
Laviska Shenault,CAR,WR
Isaiah Hodgins,NYG,WR
Davis Mills,HOU,QB
Pat Freiermuth,PIT,TE
Shi Smith,CAR,WR
Kenny Yeboah,NYJ,TE
Jaylen Warren,PIT,RB
DeVonta Smith,PHI,WR
Jaylen Waddle,MIA,WR
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Pierre Strong,NE,RB
J K Dobbins,BAL,RB
Salvon Ahmed,MIA,RB
Jalen Reagor,MIN,WR
Colby Parkinson,SEA,TE
Tre McKitty,LAC,TE
Rachaad White,TB,RB
D Andre Swift,DET,RB
Connor Heyward,PIT,TE
Travis Etienne,JAC,RB
Donovan Peoples Jones,CLE,WR
Gary Brightwell,NYG,RB
Jalen Nailor,MIN,WR
Isiah Pacheco,KC,RB
Lance McCutcheon,LAR,WR
Kenneth Gainwell,PHI,RB
Montrell Washington,DEN,WR
Gabriel Davis,BUF,WR
Danny Gray,SF,WR
CeeDee Lamb,DAL,WR
Eno Benjamin,HOU,RB
Cade Otton,TB,TE
Jerry Jeudy,DEN,WR
Noah Gray,KC,TE
Michael Carter,NYJ,RB
Jordan Mason,SF,RB
Raheem Blackshear,CAR,RB
Chuba Hubbard,CAR,RB
Racey McMath,TEN,WR
Justin Jefferson,MIN,WR
Cam Akers,LAR,RB
Chig Okonkwo,TEN,TE
Jerome Ford,CLE,RB
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,HOU,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Keaontay Ingram,ARI,RB
Trey McBride,ARI,TE
Deven Thompkins,TB,WR
Brock Purdy,SF,QB
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Greg Dulcich,DEN,TE
Elijah Moore,NYJ,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Julius Chestnut,TEN,RB
Kevin Harris,NE,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Jameson Williams,DET,WR
Zonovan Knight,NYJ,RB
Giovani Bernard,TB,RB
Derek Watt,PIT,RB
Tevin Coleman,SF,RB
Geoff Swaim,TEN,TE
Jacob Hollister,LV,TE
Maxx Williams,ARI,TE
Marcus Johnson,NYG,WR
O J Howard,HOU,TE
Johnny Mundt,MIN,TE
Laquon Treadwell,SEA,WR
Tommy Sweeney,BUF,TE
Durham Smythe,MIA,TE
Jody Fortson,KC,TE
D Ernest Johnson,CLE,RB
Stanley Morgan,CIN,WR
James Proche,BAL,WR
Giovanni Ricci,CAR,TE
Josh Oliver,BAL,TE
Jacob Harris,LAR,WR
Ke Shawn Vaughn,TB,RB
Devin Asiasi,CIN,TE
Ty Johnson,NYJ,RB
Brittain Brown,LV,RB
Luke Farrell,JAC,TE
Tyree Jackson,PHI,TE
Michael Bandy,LAC,WR
Raleigh Webb,NE,WR
Sean McKeon,DAL,TE
Kene Nwangwu,MIN,RB
Tanner Conner,MIA,TE
Tim Jones,JAC,WR
Jalen Camp,HOU,WR
Nick Muse,MIN,TE
Malik Davis,DAL,RB
Zander Horvath,LAC,RB
Jake Ferguson,DAL,TE
Quintin Morris,BUF,TE
Peyton Hendershot,DAL,TE
Dareke Young,SEA,WR
James Mitchell,DET,TE
Teagan Quitoriano,HOU,TE
Michael Woods,CLE,WR
Isaiah Likely,BAL,TE
Jeremy Ruckert,NYJ,TE
