player,team,pos
Amari Rodgers,GB,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Rashod Bateman,BAL,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Jahan Dotson,WAS,WR
Treylon Burks,TEN,WR
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Isaiah Likely,BAL,TE
Javonte Williams,DEN,RB
Alec Pierce,IND,WR
Trey Lance,SF,QB
Tommy Tremble,CAR,TE
Chris Olave,NO,WR
Brevin Jordan,HOU,TE
Garrett Wilson,NYJ,WR
Anthony Schwartz,CLE,WR
Skyy Moore,KC,WR
Kyle Pitts,ATL,TE
Wan Dale Robinson,NYG,WR
George Pickens,PIT,WR
Breece Hall,NYJ,RB
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
Giovani Bernard,TB,RB
Jake Kumerow,BUF,WR
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Derek Watt,PIT,RB
C J Uzomah,NYJ,TE
Maxx Williams,ARI,TE
Dare Ogunbowale,HOU,RB
Jesse James,CLE,TE
River Cracraft,MIA,WR
Tanner Hudson,NYG,TE
Dan Arnold,JAC,TE
Darrel Williams,ARI,RB
Tommy Sweeney,BUF,TE
Cethan Carter,MIA,TE
Malik Turner,SF,WR
Justin Jackson,DET,RB
Craig Reynolds,DET,RB
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Jamycal Hasty,JAC,RB
James Proche,BAL,WR
Mitchell Wilcox,CIN,TE
Shane Zylstra,DET,TE
Andre Baccellia,ARI,WR
Adam Prentice,NO,RB
DJ Turner,LV,WR
Adam Trautman,NO,TE
Myles Gaskin,MIA,RB
Jesper Horsted,LV,WR
Brycen Hopkins,LAR,TE
Jeff Smith,NYJ,WR
Foster Moreau,LV,TE
Reggie Gilliam,BUF,RB
Ty Johnson,NYJ,RB
Chris Evans,CIN,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Tony Jones,NO,RB
Jake Funk,LAR,RB
Ko Kieft,TB,TE
Jack Stoll,PHI,TE
Quintez Cephus,DET,WR
Lil Jordan Humphrey,NE,WR
Tim Jones,JAC,WR
Rico Dowdle,DAL,RB
Brock Wright,DET,TE
Jake Ferguson,DAL,TE
Deon Jackson,IND,RB
Jalen Nailor,MIN,WR
Tory Carter,TEN,RB
Peyton Hendershot,DAL,TE
Dareke Young,SEA,WR
Zamir White,LV,RB
Dyami Brown,WAS,WR
Hassan Haskins,TEN,RB
Kyren Williams,LAR,RB
David Bell,CLE,WR
