player,team,pos
Zamir White,LV,RB
Joshua Palmer,LAC,WR
Amari Rodgers,GB,WR
James Cook,BUF,RB
Trevor Lawrence,JAC,QB
Tutu Atwell,LAR,WR
Amon Ra St Brown,DET,WR
Dyami Brown,WAS,WR
Hassan Haskins,TEN,RB
Brock Purdy,SF,QB
Khalil Shakir,BUF,WR
Dameon Pierce,HOU,RB
Ja Marr Chase,CIN,WR
Cole Turner,WAS,TE
Elijah Moore,NYJ,WR
Romeo Doubs,GB,WR
Tyler Allgeier,ATL,RB
Isaiah Likely,BAL,TE
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Rondale Moore,ARI,WR
Chris Olave,NO,WR
Garrett Wilson,NYJ,WR
Anthony Schwartz,CLE,WR
Tyquan Thornton,NE,WR
Skyy Moore,KC,WR
Daniel Bellinger,NYG,TE
Kenneth Walker,SEA,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Breece Hall,NYJ,RB
Drake London,ATL,WR
Matthew Slater,NE,WR
Michael Burton,KC,RB
Keith Smith,ATL,WR
Stephen Anderson,ARI,TE
Nick Boyle,BAL,TE
Malcolm Brown,LAR,RB
C J Ham,MIN,RB
J P Holtz,NO,TE
Patrick Ricard,BAL,RB
Tanner Hudson,NYG,TE
Zach Pascal,PHI,WR
Jason Moore,LAC,WR
Tommy Sweeney,BUF,TE
Trevon Wesco,CHI,TE
Matt Sokol,NE,TE
Jody Fortson,KC,TE
D Ernest Johnson,CLE,RB
Khari Blasingame,CHI,RB
Penny Hart,SEA,WR
Alec Ingold,MIA,RB
Mitchell Wilcox,CIN,TE
Andre Baccellia,ARI,WR
Jacob Harris,LAR,WR
Ke Shawn Vaughn,TB,RB
Reggie Gilliam,BUF,RB
Jonathan Ward,ARI,RB
Luke Farrell,JAC,TE
Kaylon Geiger,TB,WR
Simi Fehoko,DAL,WR
Jake Funk,LAR,RB
Jack Stoll,PHI,TE
Benny Snell,PIT,RB
Lil Jordan Humphrey,NE,WR
Patrick Taylor,GB,RB
Tim Jones,JAC,WR
Rico Dowdle,DAL,RB
Nick Muse,MIN,TE
Brock Wright,DET,TE
Grant Calcaterra,PHI,TE
Trestan Ebner,CHI,RB
Colby Parkinson,SEA,TE
Jake Ferguson,DAL,TE
Tory Carter,TEN,RB
Peyton Hendershot,DAL,TE
Chuba Hubbard,CAR,RB
James Mitchell,DET,TE
Trey McBride,ARI,TE
Jeremy Ruckert,NYJ,TE
