player,team,pos
Drake London,ATL,WR
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
Taiwan Jones,BUF,RB
Ryan Griffin,CHI,TE
Brandon Bolden,LV,RB
Eric Tomlinson,DEN,TE
Willie Snead,SF,WR
Stephen Anderson,ARI,TE
Nick Boyle,BAL,TE
Chris Moore,HOU,WR
J P Holtz,NO,TE
Geoff Swaim,TEN,TE
Jacob Hollister,MIN,TE
Alex Armah,WAS,RB
Patrick Ricard,BAL,RB
Jakob Johnson,LV,RB
KhaDarel Hodge,ATL,WR
Kevin Rader,TEN,TE
Trevon Wesco,CHI,TE
Andrew Beck,DEN,TE
Khari Blasingame,CHI,RB
Qadree Ollison,DAL,RB
Devine Ozigbo,DEN,RB
Kendall Hinton,DEN,WR
Nick Westbrook Ikhine,TEN,WR
Brycen Hopkins,LAR,TE
Tyler Davis,GB,TE
Ke Shawn Vaughn,TB,RB
Devin Asiasi,CIN,TE
Reggie Gilliam,BUF,RB
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Tay Martin,SF,WR
Feleipe Franks,ATL,QB
Sean McKeon,DAL,TE
Raleigh Webb,NE,WR
Benny Snell,PIT,RB
Miller Forristall,CLE,TE
Tanner Conner,MIA,TE
Harrison Bryant,CLE,TE
Tim Jones,JAC,WR
Stanley Berryhill,DET,WR
Jelani Woods,IND,TE
Grant Calcaterra,PHI,TE
Quintin Morris,BUF,TE
Jalen Nailor,MIN,WR
Jordan Mason,SF,RB
Zamir White,LV,RB
Keaontay Ingram,ARI,RB
Kyric McGowan,WAS,WR
Jeremy Ruckert,NYJ,TE
Anthony Schwartz,CLE,WR
