player,team,pos
Elijah Moore,NYJ,WR
Tyler Allgeier,ATL,RB
Alec Pierce,IND,WR
Tommy Tremble,CAR,TE
Terrace Marshall,CAR,WR
Chris Olave,NO,WR
Garrett Wilson,NYJ,WR
Kyren Williams,LAR,RB
Anthony Schwartz,CLE,WR
Skyy Moore,KC,WR
Kenneth Walker,SEA,RB
David Bell,CLE,WR
George Pickens,PIT,WR
Zonovan Knight,NYJ,RB
Drake London,ATL,WR
Isaiah Spiller,LAC,RB
Marcedes Lewis,GB,TE
Matthew Slater,NE,WR
Taiwan Jones,BUF,RB
Ryan Griffin,CHI,TE
Brandon Bolden,LV,RB
Richard Rodgers,LAC,TE
Michael Burton,KC,RB
Keith Smith,ATL,WR
Chris Manhertz,JAC,TE
Eric Tomlinson,DEN,TE
Tyler Higbee,LAR,TE
Stephen Anderson,ARI,TE
C J Ham,MIN,RB
Justin Hardee,NYJ,WR
Maxx Williams,ARI,TE
Eric Saubert,DEN,TE
Marcus Johnson,NYG,WR
KhaDarel Hodge,ATL,WR
Ross Dwelley,SF,TE
Dan Arnold,JAC,TE
Kevin Rader,TEN,TE
Laquon Treadwell,SEA,WR
Jonnu Smith,NE,TE
Cam Sims,WAS,WR
D Ernest Johnson,CLE,RB
Andrew Beck,DEN,TE
Mitchell Wilcox,CIN,TE
Shane Zylstra,DET,TE
Stephen Sullivan,CAR,TE
DJ Turner,LV,WR
Nikola Kalinic,IND,TE
Josiah Deguara,GB,TE
Scott Miller,TB,WR
Devin Asiasi,CIN,TE
Chris Evans,CIN,RB
Luke Farrell,JAC,TE
Cornell Powell,KC,WR
Tyree Jackson,PHI,TE
Feleipe Franks,ATL,QB
Sean McKeon,DAL,TE
Raleigh Webb,NE,WR
Jack Stoll,PHI,TE
Tanner Conner,MIA,TE
Patrick Taylor,GB,RB
Nick Muse,MIN,TE
Malik Davis,DAL,RB
Troy Hairston,HOU,TE
Zander Horvath,LAC,RB
Pierre Strong,NE,RB
Trestan Ebner,CHI,RB
Colby Parkinson,SEA,TE
Ronnie Rivers,LAR,RB
Deon Jackson,IND,RB
Jalen Tolbert,DAL,WR
Tory Carter,TEN,RB
Roger Carter,LAR,TE
Tylan Wallace,BAL,WR
Dareke Young,SEA,WR
Khalil Shakir,BUF,WR
Jeremy Ruckert,NYJ,TE
