player,team,pos
Ross Dwelley,SF,TE
Dan Arnold,JAC,TE
Parker Hesse,ATL,TE
Jason Moore,LAC,WR
Trevon Wesco,CHI,TE
Chris Myarick,NYG,RB
Jody Fortson,KC,TE
Stanley Morgan,CIN,WR
James Proche,BAL,WR
Giovanni Ricci,CAR,TE
Mitchell Wilcox,CIN,TE
Brycen Hopkins,LAR,TE
Tyler Davis,GB,TE
Jeff Smith,NYJ,WR
Ty Johnson,NYJ,RB
Joshua Kelley,LAC,RB
Tony Jones,SEA,RB
Feleipe Franks,ATL,QB
Benny Snell,PIT,RB
Lil Jordan Humphrey,NE,WR
Patrick Taylor,GB,RB
Isaiah Hodgins,BUF,WR
Kenny Yeboah,NYJ,TE
Malik Davis,DAL,RB
Salvon Ahmed,MIA,RB
Trestan Ebner,CHI,RB
Jalen Tolbert,DAL,WR
Jalen Nailor,MIN,WR
Jordan Mason,SF,RB
D Vonte Price,IND,RB
Dareke Young,SEA,WR
Trey McBride,ARI,TE
Tommy Tremble,CAR,TE
Tyrion Davis Price,SF,RB
