player,team,pos
Khari Blasingame,CHI,RB
Alec Ingold,MIA,RB
James Proche,BAL,WR
Miles Boykin,PIT,WR
Stephen Sullivan,CAR,TE
Maurice Alexander,DET,WR
Josiah Deguara,GB,TE
Jesper Horsted,LV,WR
Ke Shawn Vaughn,TB,RB
Velus Jones,CHI,WR
Devin Asiasi,CIN,TE
Tyrie Cleveland,DEN,WR
Luke Farrell,JAC,TE
Charlie Woerner,SF,TE
Trayveon Williams,CIN,RB
John Bates,WAS,TE
Tony Jones,SEA,RB
Raleigh Webb,NE,WR
Sean McKeon,DAL,TE
Ethan Fernea,IND,WR
Tanner Conner,MIA,TE
Patrick Taylor,GB,RB
Demetric Felton,CLE,WR
Hunter Long,MIA,TE
Kenny Yeboah,NYJ,TE
Malik Davis,DAL,RB
Pierre Strong,NE,RB
Zander Horvath,LAC,RB
Salvon Ahmed,MIA,RB
Jalen Tolbert,DAL,WR
Gary Brightwell,NYG,RB
Dareke Young,SEA,WR
James Mitchell,DET,TE
Kyric McGowan,WAS,WR
Michael Woods,CLE,WR
